meteo_date,meteo_tmed,meteo_prec,meteo_tmin,meteo_tmax,meteo_dir,meteo_velmedia,meteo_racha,meteo_presMax,meteo_presMin,day,month,year
29/12/2017,11.8,0.0,7.5,16.0,28.0,3.1,10.8,948.8,939.6,29,12,2017
30/12/2017,11.2,0.0,6.8,15.5,26.0,1.9,6.9,950.4,948.5,30,12,2017
31/12/2017,9.2,0.8,6.7,11.6,24.0,2.8,13.9,951.9,944.3,31,12,2017
01/01/2018,7.6,0.0,3.6,11.6,27.0,3.1,10.0,954.3,950.7,1,1,2018
02/01/2018,10.4,0.0,7.5,13.4,29.0,2.5,11.4,954.3,952.2,2,1,2018
03/01/2018,10.6,0.0,7.6,13.5,22.0,1.7,8.6,955.4,952.3,3,1,2018
04/01/2018,10.8,0.0,7.8,13.7,99.0,2.2,7.8,953.3,943.7,4,1,2018
05/01/2018,8.6,14.1,5.8,11.5,22.0,3.1,11.7,943.7,926.1,5,1,2018
06/01/2018,4.0,20.6,2.0,6.1,3.0,2.5,10.8,926.1,920.0,6,1,2018
07/01/2018,3.3,3.1,1.6,5.0,12.0,2.8,7.5,929.5,919.5,7,1,2018
08/01/2018,3.8,0.0,0.7,7.0,4.0,1.4,7.2,937.8,929.3,8,1,2018
09/01/2018,1.6,2.3,-1.4,4.7,19.0,1.4,4.7,941.6,937.2,9,1,2018
10/01/2018,5.1,0.8,3.2,7.0,23.0,2.2,9.4,943.0,939.5,10,1,2018
11/01/2018,5.8,0.0,2.9,8.8,30.0,3.3,12.8,946.6,942.6,11,1,2018
12/01/2018,3.8,0.0,-0.3,7.9,28.0,1.7,6.4,947.8,944.3,12,1,2018
13/01/2018,4.0,6.0,2.4,5.6,26.0,1.1,7.2,944.5,939.0,13,1,2018
14/01/2018,4.6,0.0,2.5,6.7,3.0,1.7,6.1,944.4,939.8,14,1,2018
15/01/2018,4.2,0.0,0.0,8.5,22.0,1.1,6.4,949.9,944.4,15,1,2018
16/01/2018,7.2,0.0,2.0,12.5,26.0,1.1,6.4,951.2,947.8,16,1,2018
17/01/2018,9.0,0.0,4.8,13.2,30.0,2.2,8.6,948.8,945.9,17,1,2018
18/01/2018,7.8,0.0,2.7,12.8,3.0,1.4,5.3,948.4,943.1,18,1,2018
19/01/2018,8.9,0.0,3.0,14.8,4.0,1.4,5.3,947.4,942.0,19,1,2018
20/01/2018,7.9,0.0,3.8,12.0,28.0,1.9,7.8,949.6,947.2,20,1,2018
21/01/2018,11.0,0.0,5.8,16.2,33.0,1.1,8.3,951.8,949.6,21,1,2018
22/01/2018,9.7,0.0,5.3,14.1,99.0,0.6,5.8,951.2,948.9,22,1,2018
23/01/2018,10.0,0.0,4.2,15.7,3.0,0.8,6.1,950.8,948.5,23,1,2018
24/01/2018,9.1,0.0,4.7,13.5,4.0,1.4,5.0,950.1,946.5,24,1,2018
25/01/2018,6.8,3.5,4.6,8.9,36.0,1.9,12.8,946.8,938.5,25,1,2018
26/01/2018,5.9,0.0,2.6,9.2,19.0,3.9,13.9,948.9,939.5,26,1,2018
27/01/2018,6.9,0.0,3.8,10.0,4.0,3.3,12.5,953.6,948.4,27,1,2018
28/01/2018,8.4,0.0,3.5,13.4,4.0,4.7,15.0,958.0,952.3,28,1,2018
29/01/2018,9.2,0.0,5.2,13.1,2.0,1.9,6.7,957.8,952.3,29,1,2018
30/01/2018,8.2,0.0,4.0,12.5,3.0,1.4,5.6,953.4,947.5,30,1,2018
31/01/2018,7.6,0.0,2.5,12.6,3.0,1.1,4.2,948.9,940.1,31,1,2018
01/02/2018,6.6,0.1,2.3,10.8,34.0,2.8,13.3,940.1,929.5,1,2,2018
02/02/2018,4.4,0.0,1.2,7.7,99.0,3.6,13.3,940.5,931.0,2,2,2018
03/02/2018,5.2,2.3,0.2,10.3,28.0,3.1,11.1,942.0,935.1,3,2,2018
04/02/2018,3.6,17.3,1.5,5.8,4.0,3.6,10.8,935.1,929.9,4,2,2018
05/02/2018,1.8,14.1,0.8,2.8,6.0,3.9,9.4,930.9,927.5,5,2,2018
06/02/2018,4.1,0.0,1.2,7.0,1.0,3.1,12.5,934.8,930.0,6,2,2018
07/02/2018,3.0,0.0,-1.6,7.5,3.0,2.8,9.2,940.5,934.8,7,2,2018
08/02/2018,3.0,0.0,-1.0,7.0,5.0,2.8,8.3,942.1,939.9,8,2,2018
09/02/2018,3.3,0.0,-1.9,8.5,1.0,1.1,10.0,944.2,941.3,9,2,2018
10/02/2018,5.7,0.0,2.3,9.1,2.0,2.2,10.8,944.8,942.2,10,2,2018
11/02/2018,7.5,0.1,0.7,14.3,28.0,3.1,11.7,944.7,940.6,11,2,2018
12/02/2018,6.8,0.0,2.5,11.1,34.0,1.7,9.7,943.4,940.0,12,2,2018
13/02/2018,4.7,0.0,-0.8,10.2,26.0,3.6,13.6,943.4,940.0,13,2,2018
14/02/2018,8.2,0.0,5.8,10.5,27.0,3.1,11.4,944.7,941.0,14,2,2018
15/02/2018,8.4,0.0,6.0,10.9,25.0,1.4,7.2,948.5,944.7,15,2,2018
16/02/2018,10.7,0.0,6.8,14.6,24.0,1.7,5.0,948.0,943.4,16,2,2018
17/02/2018,10.7,0.0,6.7,14.7,5.0,1.4,10.6,946.8,943.8,17,2,2018
18/02/2018,8.0,0.0,2.6,13.4,99.0,2.8,8.3,946.4,942.5,18,2,2018
19/02/2018,10.8,0.0,6.5,15.0,3.0,2.2,10.0,943.1,940.3,19,2,2018
20/02/2018,10.9,0.0,7.3,14.5,3.0,3.6,12.8,941.3,937.6,20,2,2018
21/02/2018,7.6,0.0,3.2,12.0,2.0,4.2,13.9,937.6,931.6,21,2,2018
22/02/2018,5.4,0.0,-0.5,11.3,5.0,2.8,10.3,933.8,929.5,22,2,2018
23/02/2018,4.3,0.0,-1.3,9.9,10.0,1.4,11.1,930.8,927.7,23,2,2018
24/02/2018,5.4,0.0,-0.3,11.0,17.0,1.4,5.8,931.6,928.4,24,2,2018
25/02/2018,6.8,0.0,0.0,13.5,23.0,1.4,5.6,935.8,931.4,25,2,2018
26/02/2018,8.8,0.0,1.7,16.0,8.0,1.1,10.3,935.1,925.0,26,2,2018
27/02/2018,3.6,19.9,1.5,5.6,4.0,1.7,11.1,927.6,924.4,27,2,2018
28/02/2018,7.8,19.2,3.6,12.0,21.0,1.9,14.2,924.4,915.0,28,2,2018
01/03/2018,8.4,17.3,5.4,11.5,25.0,4.2,23.3,942.6691363940391,938.4753424830321,1,3,2018
02/03/2018,6.4,15.3,4.2,8.5,22.0,1.9,13.1,942.2148687138113,938.0210748028043,2,3,2018
03/03/2018,9.4,13.8,5.3,13.4,26.0,3.6,13.6,943.5502357661209,939.3564418551139,3,3,2018
04/03/2018,9.2,4.9,5.4,13.0,17.0,2.5,10.6,943.3101881786927,939.1163942676857,4,3,2018
05/03/2018,7.4,2.1,5.8,8.9,30.0,3.6,10.6,941.2834802006239,937.0896862896169,5,3,2018
06/03/2018,7.4,1.0,4.2,10.7,28.0,3.1,11.9,943.1540889513484,938.9602950403414,6,3,2018
07/03/2018,6.8,2.6,2.5,11.0,23.0,2.2,8.3,944.4539636504227,940.2601697394157,7,3,2018
08/03/2018,7.7,1.0,4.5,10.9,17.0,1.7,5.8,943.033136113931,938.8393422029241,8,3,2018
09/03/2018,10.5,11.9,9.4,11.6,16.0,3.1,11.1,939.9564905233347,935.7626966123277,9,3,2018
10/03/2018,9.7,23.7,7.5,11.9,23.0,2.8,11.9,941.3935770654954,937.1997831544884,10,3,2018
11/03/2018,8.2,1.1,6.0,10.5,28.0,5.0,17.5,941.8286113981571,937.6348174871501,11,3,2018
12/03/2018,9.8,1.5,6.5,13.2,23.0,3.9,13.3,942.6375349498292,938.4437410388222,12,3,2018
13/03/2018,10.3,0.3,6.6,14.0,23.0,2.2,9.2,942.9106711524158,938.7168772414088,13,3,2018
14/03/2018,9.8,22.9,6.6,13.1,20.0,3.1,13.1,942.5259259608596,938.3321320498526,14,3,2018
15/03/2018,8.9,0.1,6.2,11.6,99.0,5.0,13.6,942.1610096738392,937.9672157628322,15,3,2018
16/03/2018,8.2,3.2,4.6,11.7,36.0,3.3,10.8,943.3062723165177,939.1124784055107,16,3,2018
17/03/2018,6.2,7.3,3.0,9.5,36.0,2.8,11.1,943.4681704465928,939.2743765355858,17,3,2018
18/03/2018,8.4,0.0,4.0,12.8,88.0,3.3,10.3,944.189229776006,939.995435864999,18,3,2018
19/03/2018,6.7,4.2,3.8,9.6,36.0,3.3,15.6,942.9600437263929,938.7662498153859,19,3,2018
20/03/2018,6.3,1.2934338501407296,2.6,10.0,88.0,5.3,15.8,943.9576094698971,939.7638155588901,20,3,2018
21/03/2018,7.3,0.0,2.4,12.2,36.0,4.2,13.6,945.0351827581608,940.8413888471538,21,3,2018
22/03/2018,6.6,0.0,-0.3,13.5,36.0,2.2,6.4,947.4505767431101,943.2567828321031,22,3,2018
23/03/2018,9.4,3.5,4.5,14.2,27.0,3.1,15.6,944.4431076778769,940.2493137668699,23,3,2018
24/03/2018,7.6,0.0,4.0,11.3,31.0,6.1,20.3,943.5481779913523,939.3543840803453,24,3,2018
25/03/2018,9.6,0.0,5.2,13.9,29.0,2.5,8.9,943.8327158171553,939.6389219061483,25,3,2018
26/03/2018,9.6,0.0,3.6,15.5,33.0,1.9,6.1,945.6184596406674,941.4246657296604,26,3,2018
27/03/2018,14.6,0.0,8.5,20.6,27.0,1.9,9.7,944.4213957327853,940.2276018217783,27,3,2018
28/03/2018,15.0,0.0,9.2,20.8,26.0,3.3,12.2,944.0243073977349,939.8305134867279,28,3,2018
29/03/2018,12.2,0.8,8.5,15.8,26.0,4.2,14.7,942.3709429880059,938.177149076999,29,3,2018
30/03/2018,7.8,2.2,4.0,11.7,25.0,4.2,17.5,943.7190490534173,939.5252551424103,30,3,2018
31/03/2018,8.8,0.0,3.2,14.5,26.0,2.8,12.2,945.4662762754981,941.2724823644911,31,3,2018
01/04/2018,11.4,0.0,5.4,17.5,12.0,1.4,7.5,940.8,933.9,1,4,2018
02/04/2018,14.4,5.3,9.4,19.4,24.0,3.3,11.7,933.9,928.8,2,4,2018
03/04/2018,12.3,0.0,8.4,16.2,22.0,4.4,15.3,932.3,930.0,3,4,2018
04/04/2018,11.7,0.0,7.4,16.0,25.0,4.7,15.3,942.1,932.3,4,4,2018
05/04/2018,12.3,0.0,6.0,18.6,5.0,1.1,5.8,943.0,936.9,5,4,2018
06/04/2018,13.6,7.4,9.8,17.5,6.0,0.8,10.0,936.9,929.0,6,4,2018
07/04/2018,9.4,4.1,7.4,11.4,26.918287550183777,2.977046490462783,12.156026185764063,931.2,928.7,7,4,2018
08/04/2018,10.4,2.5,5.2,15.5,23.63401655314101,2.3735071803369863,10.898318907879457,931.4,929.5,8,4,2018
09/04/2018,6.8,2.7,4.7,9.0,28.747778797721367,2.930171166042882,11.899320840903897,931.2,928.7,9,4,2018
10/04/2018,5.4,17.6,3.1,7.6,25.370053492239094,3.416706726199493,15.5396691163578,930.4,917.6,10,4,2018
11/04/2018,7.0,0.0,3.1,11.0,31.17221753206104,3.1992154710715113,13.277680513250516,926.7,920.0,11,4,2018
12/04/2018,8.4,7.4,5.3,11.4,25.452817097086154,3.1179967483703024,13.57211545935445,938.5,924.5,12,4,2018
13/04/2018,9.8,4.8,5.2,14.3,24.825660970447643,2.8603351086730697,12.808886456970868,935.4,924.6,13,4,2018
14/04/2018,10.8,0.2,5.2,16.5,23.66017007188202,2.081051371135686,9.749333174597496,939.5,935.4,14,4,2018
15/04/2018,13.3,14.3,8.6,18.0,17.86604591935793,2.173266551417484,11.300044243491698,940.6,934.7,15,4,2018
16/04/2018,12.3,0.0,7.0,17.6,22.302978242131758,2.1766162183782285,9.97129013329652,944.7,936.4,16,4,2018
17/04/2018,14.6,0.0,7.6,21.6,17.619551825023336,1.3690696917076082,7.525581283309634,947.2,944.7,17,4,2018
18/04/2018,18.4,0.0,12.2,24.7,19.053195787157165,1.9,8.741821282301999,947.0,944.5,18,4,2018
19/04/2018,18.1,0.0,12.2,24.0,15.0,2.8,9.2,946.8,942.6,19,4,2018
20/04/2018,17.4,0.0,12.3,22.5,16.0,3.3,12.2,944.3,940.8,20,4,2018
21/04/2018,15.7,0.0,11.6,19.8,3.0,2.5,9.2,943.1,939.5,21,4,2018
22/04/2018,18.0,1.3528951410584682,13.0,22.9,10.0,1.9,7.8,941.2,937.0,22,4,2018
23/04/2018,19.4,0.0,14.4,24.3,8.0,2.5,9.2,942.0,940.5,23,4,2018
24/04/2018,20.5,0.0,14.6,26.4,10.0,1.4,7.8,941.4,939.1,24,4,2018
25/04/2018,20.8,0.0,13.1,28.5,4.0,2.2,10.8,941.6,937.2,25,4,2018
26/04/2018,20.2,0.0,14.0,26.5,22.0,2.5,8.3,941.6,937.1,26,4,2018
27/04/2018,19.4,0.0,14.3,24.4,26.0,2.5,10.3,937.2,933.9,27,4,2018
28/04/2018,14.4,6.2,10.2,18.7,22.0,3.6,11.9,935.1,930.1,28,4,2018
29/04/2018,8.3,3.8,4.0,12.6,24.0,4.4,14.4,937.0,928.3,29,4,2018
30/04/2018,8.2,2.5,4.0,12.5,31.0,0.8,7.8,938.2,936.2,30,4,2018
01/05/2018,10.7,0.0,5.5,15.9,8.0,0.8,6.7,938.9,936.2,1,5,2018
02/05/2018,12.1,0.0,6.4,17.8,26.0,1.4,8.3,938.5,936.4,2,5,2018
03/05/2018,14.4,0.0,9.3,19.4,2.0,1.9,11.4,938.5,935.7,3,5,2018
04/05/2018,14.0,0.0,7.5,20.5,4.0,2.2,11.1,938.8,936.3,4,5,2018
05/05/2018,17.1,1.1312913518499386,9.9,24.3,12.0,1.7,13.3,940.9,937.2,5,5,2018
06/05/2018,18.4,1.5,12.8,24.0,8.0,1.7,12.8,942.1,937.6,6,5,2018
07/05/2018,17.6,13.5,12.4,22.7,9.0,1.4,16.7,940.6,936.4,7,5,2018
08/05/2018,18.8,0.2,12.5,25.2,8.0,1.1,7.8,937.1,933.9,8,5,2018
09/05/2018,19.1,0.0,13.2,25.0,31.0,1.9,7.8,935.6,933.2,9,5,2018
10/05/2018,18.7,0.0,13.5,23.9,3.0,2.5,10.3,939.5,934.8,10,5,2018
11/05/2018,19.2,0.0,13.3,25.1,26.0,2.2,8.6,941.2,938.0,11,5,2018
12/05/2018,15.4,0.0,10.5,20.2,31.0,3.1,11.1,941.4,937.4,12,5,2018
13/05/2018,11.8,0.0,6.0,17.5,26.0,2.5,10.3,943.9,941.4,13,5,2018
14/05/2018,14.9,0.0,10.4,19.4,7.0,1.7,10.0,943.7,940.2,14,5,2018
15/05/2018,15.8,0.0,8.0,23.5,4.0,1.9,12.2,942.1,938.0,15,5,2018
16/05/2018,18.4,0.0,11.8,25.0,4.0,2.2,11.4,940.0,936.1,16,5,2018
17/05/2018,20.0,2.227062651169149,14.8,25.3,1.0,1.1,9.4,938.6,935.4,17,5,2018
18/05/2018,18.7,0.7,14.2,23.2,19.0,0.8,9.7,940.2,937.2,18,5,2018
19/05/2018,19.5,0.1,13.6,25.4,4.0,0.6,11.1,941.1,937.3,19,5,2018
20/05/2018,17.9,0.0,13.3,22.5,3.0,1.1,12.8,939.6,934.4,20,5,2018
21/05/2018,19.0,5.6,13.6,24.3,3.0,0.8,9.4,936.8,933.4,21,5,2018
22/05/2018,18.6,0.1,12.6,24.6,33.0,0.0,6.1,939.0,936.2,22,5,2018
23/05/2018,20.8,0.3,15.3,26.3,23.0,1.4,15.3,940.1,937.3,23,5,2018
24/05/2018,21.7,28.9,15.7,27.7,9.521468741350873,1.9456058610769276,12.459822138653863,939.4,933.5,24,5,2018
25/05/2018,15.8,8.9,12.0,19.5,18.25634231681488,2.3372721079491043,10.809927108852776,938.5,935.1,25,5,2018
26/05/2018,16.9,0.0,11.8,22.0,20.839968960400256,2.1797606916875907,9.68382730433018,937.4,936.0,26,5,2018
27/05/2018,19.3,3.6,13.1,25.5,18.562920260736064,2.095814746156776,10.18520528574868,938.2,934.7,27,5,2018
28/05/2018,15.5,13.8,13.2,17.8,18.278527258147733,2.533651009132342,11.510321044367856,938.4,935.4,28,5,2018
29/05/2018,16.2,1.0,12.6,19.9,22.60007680853414,2.4713585128505144,10.318047864294613,937.9,935.7,29,5,2018
30/05/2018,14.8,0.2,11.0,18.6,21.982651033924412,2.3970725497621146,10.022318544050222,939.0,936.0,30,5,2018
31/05/2018,17.8,0.0,12.5,23.1,19.195460625646774,2.0187703774323893,9.116690130989582,941.1,939.0,31,5,2018
01/06/2018,18.7,2.3,13.6,23.8,20.608642047391186,1.9825010727345358,9.631941314706637,941.7,937.9,1,6,2018
02/06/2018,18.2,3.9,12.8,23.5,24.0,1.9,11.7,941.1,939.1,2,6,2018
03/06/2018,17.8,0.0,11.7,23.8,26.0,2.2,10.8,940.2,936.3,3,6,2018
04/06/2018,16.2,0.0,12.4,20.0,22.0,3.1,10.0,938.0,936.0,4,6,2018
05/06/2018,15.9,2.4,12.0,19.8,28.0,1.7,8.3,936.9,935.1,5,6,2018
06/06/2018,15.0,3.5,10.5,19.6,32.0,1.7,8.6,940.2,935.4,6,6,2018
07/06/2018,17.7,2.8,12.0,23.4,26.0,2.5,8.9,940.8,938.8,7,6,2018
08/06/2018,15.4,2.8,12.2,18.6,23.0,2.2,8.9,939.0,931.1,8,6,2018
09/06/2018,16.2,0.5,11.7,20.7,26.0,1.9,10.0,937.9,936.0,9,6,2018
10/06/2018,15.3,0.0,11.2,19.4,23.0,1.9,8.6,937.9,934.8,10,6,2018
11/06/2018,16.8,1.5904430671521936,12.5,21.0,26.0,2.5,8.3,938.0,936.2,11,6,2018
12/06/2018,18.6,0.0,13.0,24.3,3.0,1.9,8.1,941.5,937.5,12,6,2018
13/06/2018,19.6,0.0,13.7,25.5,99.0,2.5,8.9,942.4,939.4,13,6,2018
14/06/2018,19.8,0.0,12.7,27.0,35.0,1.7,8.3,941.2,938.7,14,6,2018
15/06/2018,23.0,0.0,15.3,30.7,10.0,1.4,9.4,940.9,937.1,15,6,2018
16/06/2018,24.6,0.0,18.0,31.1,5.0,1.9,8.9,941.1,938.5,16,6,2018
17/06/2018,25.1,0.0,17.9,32.3,3.0,3.1,10.0,946.2,941.1,17,6,2018
18/06/2018,24.8,0.0,17.6,32.1,6.0,2.5,10.3,945.9,942.1,18,6,2018
19/06/2018,24.9,0.0,17.3,32.5,5.0,1.7,10.3,944.0,940.4,19,6,2018
20/06/2018,26.6,0.0,20.2,33.0,13.0,1.7,8.9,943.1,939.1,20,6,2018
21/06/2018,26.9,0.0,20.5,33.3,10.0,1.7,6.9,943.0,939.8,21,6,2018
22/06/2018,27.7,0.0,21.6,33.8,6.0,1.7,8.3,942.4,938.7,22,6,2018
23/06/2018,28.5,0.0,21.5,35.5,6.0,1.1,8.6,941.2,938.2,23,6,2018
24/06/2018,29.3,0.0,22.0,36.6,4.0,1.1,7.8,940.5,937.3,24,6,2018
25/06/2018,29.6,0.0,22.9,36.2,6.0,1.7,8.3,940.4,937.1,25,6,2018
26/06/2018,29.0,0.0,23.0,35.0,25.0,1.9,8.1,940.5,937.8,26,6,2018
27/06/2018,26.9,0.0,21.9,31.9,29.0,2.2,9.7,940.8,937.7,27,6,2018
28/06/2018,26.0,0.1,20.9,31.0,23.0,2.2,7.8,938.2,932.5,28,6,2018
29/06/2018,26.0,0.0,20.5,31.6,5.0,1.7,9.7,934.1,930.3,29,6,2018
30/06/2018,24.4,0.7,20.2,28.7,16.0,2.8,9.7,934.1,931.8,30,6,2018
01/07/2018,23.3,0.0,18.6,28.0,24.0,2.8,10.3,937.2,934.0,1,7,2018
02/07/2018,22.0,0.0,16.5,27.5,25.0,2.5,8.9,940.8,936.3,2,7,2018
03/07/2018,23.4,0.0,16.2,30.7,99.0,1.1,7.5,942.0,938.6,3,7,2018
04/07/2018,23.0,0.0,18.5,27.5,23.0,2.5,12.5,942.2,937.6,4,7,2018
05/07/2018,22.5,0.0,17.0,28.0,30.0,0.8,6.9,943.5,941.7,5,7,2018
06/07/2018,25.1,0.0,18.5,31.7,4.0,1.9,10.3,944.2,940.5,6,7,2018
07/07/2018,27.5,0.0,21.4,33.6,10.0,1.9,9.7,943.1,939.0,7,7,2018
08/07/2018,28.2,0.0,21.7,34.6,5.0,1.9,11.7,944.1,940.4,8,7,2018
09/07/2018,28.2,0.0,21.8,34.5,6.0,1.7,10.8,943.3,939.7,9,7,2018
10/07/2018,28.4,0.0,21.5,35.2,6.0,2.2,11.1,942.4,938.2,10,7,2018
11/07/2018,27.3,0.0,21.4,33.2,23.0,2.8,10.8,940.6,935.2,11,7,2018
12/07/2018,26.8,0.0,21.0,32.7,4.0,1.4,9.7,939.2,936.4,12,7,2018
13/07/2018,27.6,0.0,21.7,33.5,4.0,2.5,8.9,940.0,937.0,13,7,2018
14/07/2018,26.8,0.0,20.3,33.2,23.0,1.7,9.4,941.3,938.8,14,7,2018
15/07/2018,24.3,0.0,19.0,29.6,24.0,2.2,11.9,941.9,938.6,15,7,2018
16/07/2018,23.7,0.0,17.2,30.2,29.0,1.4,8.6,942.8,940.5,16,7,2018
17/07/2018,26.4,0.0,19.2,33.5,7.0,1.7,8.6,942.8,936.6,17,7,2018
18/07/2018,27.1,0.0,21.3,32.9,25.0,1.9,11.1,939.0,936.8,18,7,2018
19/07/2018,26.2,0.0,19.4,32.9,25.0,1.9,10.3,940.6,937.4,19,7,2018
20/07/2018,25.4,0.0,18.7,32.0,4.0,1.1,9.7,938.7,936.7,20,7,2018
21/07/2018,24.0,0.0,17.4,30.5,3.0,2.2,10.3,940.2,936.4,21,7,2018
22/07/2018,24.9,0.0,18.1,31.7,8.0,0.8,8.1,938.8,936.8,22,7,2018
23/07/2018,27.6,0.0,20.5,34.7,23.0,1.9,8.3,940.8,937.0,23,7,2018
24/07/2018,26.4,0.0,19.8,33.0,26.0,1.9,8.6,939.1,936.9,24,7,2018
25/07/2018,27.2,0.0,19.9,34.6,26.0,1.1,7.8,939.9,936.3,25,7,2018
26/07/2018,27.2,0.0,19.8,34.5,26.0,1.7,8.9,938.2,935.9,26,7,2018
27/07/2018,26.8,0.0,19.0,34.5,25.0,2.2,10.8,938.4,935.7,27,7,2018
28/07/2018,25.9,0.0,18.6,33.2,27.0,2.2,10.8,938.6,936.7,28,7,2018
29/07/2018,26.2,0.0,19.8,32.6,22.0,1.7,7.5,939.9,936.9,29,7,2018
30/07/2018,26.8,0.0,19.4,34.1,28.0,1.4,6.9,941.2,938.7,30,7,2018
31/07/2018,28.2,0.0,21.1,35.3,16.0,1.1,6.4,941.8,938.7,31,7,2018
01/08/2018,30.2,0.0,23.3,37.0,4.0,0.6,6.4,941.1,938.8,1,8,2018
02/08/2018,31.6,0.0,24.6,38.5,7.0,1.1,7.5,943.8,939.7,2,8,2018
03/08/2018,32.9,0.0,25.9,39.9,4.0,1.7,10.8,942.4,939.6,3,8,2018
04/08/2018,31.0,0.0,23.4,38.6,15.966725166897959,1.5618277332975197,8.730143290235446,943.3,940.1,4,8,2018
05/08/2018,31.0,0.0,24.4,37.6,6.0,0.8,9.7,942.1,938.6,5,8,2018
06/08/2018,30.6,0.0,24.4,36.9,17.0,1.7,11.9,941.0,936.5,6,8,2018
07/08/2018,30.7,0.0,24.7,36.7,25.0,2.8,11.7,937.7,933.5,7,8,2018
08/08/2018,27.9,0.0,21.2,34.6,24.0,2.8,13.1,937.2,933.6,8,8,2018
09/08/2018,25.4,0.0,19.5,31.3,6.0,2.2,13.6,943.0,936.0,9,8,2018
10/08/2018,24.4,0.0,17.5,31.3,4.0,2.2,13.3,945.8,942.2,10,8,2018
11/08/2018,27.9,0.0,22.1,33.7,16.0,1.4,6.7,945.9,941.0,11,8,2018
12/08/2018,29.2,0.0,23.3,35.0,26.0,2.2,11.1,942.3,936.3,12,8,2018
13/08/2018,27.5,0.0,21.5,33.5,32.0,2.2,7.8,938.8,936.1,13,8,2018
14/08/2018,26.3,0.0,19.6,33.0,4.0,1.1,9.7,941.9,938.8,14,8,2018
15/08/2018,26.7,0.0,19.6,33.8,6.0,2.2,8.9,941.8,937.6,15,8,2018
16/08/2018,27.5,0.0,23.0,32.0,24.0,1.9,7.2,940.6,937.8,16,8,2018
17/08/2018,26.1,0.0,20.0,32.2,6.0,1.9,11.9,943.0,938.3,17,8,2018
18/08/2018,23.6,0.0,16.8,30.4,5.0,1.7,12.8,943.1,940.2,18,8,2018
19/08/2018,25.8,0.0,20.0,31.6,5.0,1.7,7.2,944.8,941.7,19,8,2018
20/08/2018,26.6,0.0,20.7,32.5,11.0,1.4,5.3,944.5,940.0,20,8,2018
21/08/2018,27.7,0.0,21.0,34.4,3.0,1.1,8.3,942.0,938.3,21,8,2018
22/08/2018,27.4,0.0,21.9,32.8,14.0,1.1,10.0,942.5,939.2,22,8,2018
23/08/2018,27.0,0.0,20.2,33.8,27.0,1.1,9.4,942.7,939.7,23,8,2018
24/08/2018,26.8,0.0,20.6,33.0,33.0,1.4,10.0,943.0,939.4,24,8,2018
25/08/2018,25.8,0.0,18.8,32.8,4.0,2.2,9.4,940.7,936.8,25,8,2018
26/08/2018,24.4,0.0,17.4,31.5,3.0,1.4,7.8,941.0,937.7,26,8,2018
27/08/2018,27.8,0.0,20.5,35.0,21.0,1.4,8.1,940.6,938.0,27,8,2018
28/08/2018,28.0,0.0,22.3,33.8,24.0,2.5,10.8,940.7,937.5,28,8,2018
29/08/2018,25.8,0.0,20.0,31.5,5.0,0.8,12.5,942.3,939.5,29,8,2018
30/08/2018,26.4,0.0,20.5,32.2,4.0,1.4,8.6,944.4,940.3,30,8,2018
31/08/2018,27.3,0.0,21.2,33.4,5.0,1.9,8.9,942.8,939.6,31,8,2018
01/09/2018,27.3,0.0,21.0,33.6,4.0,1.1,7.5,943.4,939.2,1,9,2018
02/09/2018,27.5,1.2,20.2,34.8,34.0,1.7,9.2,942.4,937.0,2,9,2018
03/09/2018,26.8,0.0,22.3,31.3,11.0,1.7,7.8,937.5,933.7,3,9,2018
04/09/2018,24.4,0.0,19.4,29.5,18.0,1.4,6.9,938.5,934.6,4,9,2018
05/09/2018,23.0,0.0,18.3,27.8,25.0,2.8,10.0,939.6,936.6,5,9,2018
06/09/2018,22.6,0.0,17.8,27.4,4.0,0.6,8.9,939.2,937.4,6,9,2018
07/09/2018,22.2,5.1,16.0,28.5,4.0,2.2,10.0,940.4,938.0,7,9,2018
08/09/2018,20.2,1.8,16.9,23.6,5.0,1.7,7.8,942.8,940.4,8,9,2018
09/09/2018,21.0,0.0,15.8,26.3,99.0,0.8,6.1,945.0,941.6,9,9,2018
10/09/2018,22.8,0.0,17.3,28.3,12.0,1.9,10.0,947.6,944.4,10,9,2018
11/09/2018,23.0,0.0,17.6,28.5,3.0,1.9,6.7,948.1,943.9,11,9,2018
12/09/2018,23.2,0.0,17.3,29.0,4.0,0.6,6.4,946.6,943.6,12,9,2018
13/09/2018,25.4,0.0,18.6,32.2,22.0,0.8,6.1,944.3,940.7,13,9,2018
14/09/2018,25.5,0.0,19.4,31.6,5.0,1.4,5.8,943.3,939.9,14,9,2018
15/09/2018,25.1,0.0,20.2,30.0,11.0,0.8,11.9,944.9,941.3,15,9,2018
16/09/2018,24.1,0.0,18.0,30.2,13.0,0.6,5.6,945.2,942.0,16,9,2018
17/09/2018,24.7,1.2,18.6,30.8,17.0,1.9,9.2,943.0,938.2,17,9,2018
18/09/2018,23.4,0.0,18.2,28.5,5.0,1.4,6.7,942.8,940.0,18,9,2018
19/09/2018,24.2,0.0,18.0,30.4,20.0,0.8,4.4,945.3,942.7,19,9,2018
20/09/2018,25.7,0.0,19.9,31.5,15.0,1.1,6.1,945.1,940.9,20,9,2018
21/09/2018,25.1,0.0,18.9,31.3,5.0,1.4,7.2,944.7,941.8,21,9,2018
