id;origen;final;status;reason;distance;duration
150-101;150;101;200;OK;4383.4;739.7
88-142;88;142;200;OK;6442.4;1054.2
109-34;109;34;200;OK;2879.6;472.8
127-173;127;173;200;OK;6550.7;1071.9
147-39;147;39;200;OK;5241.0;926.5
60-138;60;138;200;OK;5378.1;911.3
138-34;138;34;200;OK;6377.8;1045.2
88-143;88;143;200;OK;5888.0;967.7
37-144;37;144;200;OK;5350.8;911.0
120-127;120;127;200;OK;5783.1;947.4
152-85;152;85;200;OK;4727.1;773.5
121-173;121;173;200;OK;5495.3;899.2
150-66;150;66;200;OK;5015.0;843.4
47-144;47;144;200;OK;6361.8;1071.5
28-102;28;102;200;OK;3105.0;559.8
138-29;138;29;200;OK;6067.1;1036.1
109-119;109;119;200;OK;3562.6;593.9
97-28;97;28;200;OK;2717.1;490.5
88-28;88;28;200;OK;3959.9;692.0
37-158;37;158;200;OK;3938.6;683.4
152-36;152;36;200;OK;4490.6;804.0
28-138;28;138;200;OK;6111.0;1031.1
122-127;122;127;200;OK;5426.1;900.5
60-154;60;154;200;OK;3862.3;671.2
173-29;173;29;200;OK;5453.9;935.8
173-28;173;28;200;OK;5462.9;939.8
66-119;66;119;200;OK;5365.5;889.3
88-141;88;141;200;OK;6411.6;1053.4
88-63;88;63;200;OK;3726.2;654.5
28-111;28;111;200;OK;2410.9;436.1
119-104;119;104;200;OK;4966.6;839.0
105-28;105;28;200;OK;3447.6;610.1
88-61;88;61;200;OK;4570.3;747.8
28-105;28;105;200;OK;3540.8;620.9
28-88;28;88;200;OK;3509.7;627.6
211-211;211;211;200;OK;0;0
190-19;190;19;200;OK;2817.6;469.0
190-2;190;2;200;OK;3198.8;524.3
211-13;211;13;200;OK;1474.7;252.1
211-39;211;39;200;OK;1818.9;351.0
211-74;211;74;200;OK;2994.1;503.6
190-171;190;171;200;OK;1639.7;268.3
164-211;164;211;200;OK;2639.5;469.3
190-175;190;175;200;OK;5045.4;832.7
211-145;211;145;200;OK;4229.0;702.7
190-85;190;85;200;OK;3872.3;633.6
211-169;211;169;200;OK;1841.2;312.0
190-15;190;15;200;OK;4095.7;670.2
211-42;211;42;200;OK;2031.2;371.2
190-169;190;169;200;OK;1883.6;308.2
190-88;190;88;200;OK;3391.3;554.9
118-211;118;211;200;OK;2598.3;456.7
190-66;190;66;200;OK;2545.0;416.8
211-161;211;161;200;OK;2796.8;469.9
211-132;211;132;200;OK;2179.6;381.1
7-211;7;211;200;OK;1050.5;214.5
190-126;190;126;200;OK;4746.2;815.4
190-9;190;9;200;OK;1830.7;299.6
211-118;211;118;200;OK;2655.7;445.3
43-211;43;211;200;OK;1887.8;343.6
169-211;169;211;200;OK;1465.2;277.1
211-121;211;121;200;OK;2067.8;349.1
211-172;211;172;200;OK;5658.2;936.6
35-211;35;211;200;OK;1379.9;257.4
135-211;135;211;200;OK;4662.0;851.2
49-211;49;211;200;OK;2385.8;435.2
211-77;211;77;200;OK;4595.3;771.3
125-211;125;211;200;OK;2746.5;484.4
190-147;190;147;200;OK;2169.2;357.4
211-149;211;149;200;OK;3642.4;606.8
211-93;211;93;200;OK;2731.0;457.6
190-52;190;52;200;OK;4572.0;762.4
190-118;190;118;200;OK;3299.4;539.9
153-211;153;211;200;OK;3254.9;570.0
190-129;190;129;200;OK;4673.2;774.0
190-78;190;78;200;OK;3344.2;565.8
131-211;131;211;200;OK;1934.5;348.1
211-34;211;34;200;OK;1079.7;189.0
190-108;190;108;200;OK;833.6;136.4
39-211;39;211;200;OK;1839.9;350.4
190-27;190;27;200;OK;3803.6;632.7
190-3;190;3;200;OK;3138.7;563.0
211-43;211;43;200;OK;1983.1;363.3
190-114;190;114;200;OK;1964.1;321.4
211-128;211;128;200;OK;3461.4;577.1
109-211;109;211;200;OK;1950.3;361.7
211-5;211;5;200;OK;1189.7;314.2
149-211;149;211;200;OK;3349.6;586.6
190-49;190;49;200;OK;4642.3;825.3
161-211;161;211;200;OK;2691.9;477.8
190-42;190;42;200;OK;4484.9;757.5
112-211;112;211;200;OK;2060.7;359.4
190-94;190;94;200;OK;1617.1;276.7
140-211;140;211;200;OK;5109.9;873.5
190-116;190;116;200;OK;3522.5;592.8
130-211;130;211;200;OK;1433.6;277.1
60-211;60;211;200;OK;552.6;128.9
211-18;211;18;200;OK;563.7;162.0
154-211;154;211;200;OK;3374.5;611.2
6-211;6;211;200;OK;1008.5;202.4
116-211;116;211;200;OK;2986.2;523.8
167-211;167;211;200;OK;2703.5;484.9
211-31;211;31;200;OK;2078.9;350.9
190-25;190;25;200;OK;3233.6;580.3
190-79;190;79;200;OK;3601.3;703.9
211-111;211;111;200;OK;2112.6;356.4
190-21;190;21;200;OK;2629.7;434.3
211-125;211;125;200;OK;2693.4;451.5
190-38;190;38;200;OK;3671.2;639.8
211-136;211;136;200;OK;3998.1;665.0
93-211;93;211;200;OK;2586.8;468.1
190-96;190;96;200;OK;1498.9;248.8
190-84;190;84;200;OK;3860.1;631.6
58-211;58;211;200;OK;831.1;173.3
108-211;108;211;200;OK;2308.9;420.4
190-57;190;57;200;OK;4587.9;759.5
190-12;190;12;200;OK;2594.9;462.1
190-43;190;43;200;OK;4124.0;730.3
211-131;211;131;200;OK;2390.6;401.9
211-51;211;51;200;OK;3146.4;591.8
190-134;190;134;200;OK;5011.9;820.1
211-88;211;88;200;OK;3887.0;658.5
12-211;12;211;200;OK;1215.8;243.7
211-153;211;153;200;OK;3644.5;607.1
190-82;190;82;200;OK;4692.8;776.7
190-83;190;83;200;OK;4395.1;719.2
211-14;211;14;200;OK;1712.9;293.6
163-211;163;211;200;OK;1822.8;335.6
190-87;190;87;200;OK;4422.6;723.6
124-211;124;211;200;OK;1053.6;198.8
190-159;190;159;200;OK;1125.8;185.3
190-4;190;4;200;OK;2658.7;525.6
59-211;59;211;200;OK;423.3;106.1
211-163;211;163;200;OK;2174.5;366.6
13-211;13;211;200;OK;1146.5;219.1
160-211;160;211;200;OK;3084.2;540.1
190-53;190;53;200;OK;4286.0;701.3
190-67;190;67;200;OK;3053.4;499.6
46-211;46;211;200;OK;1825.4;390.1
190-17;190;17;200;OK;3178.4;520.1
41-211;41;211;200;OK;2277.4;402.8
211-117;211;117;200;OK;2649.3;444.3
157-211;157;211;200;OK;2716.9;481.9
211-41;211;41;200;OK;2294.0;397.7
211-12;211;12;200;OK;936.6;266.7
211-164;211;164;200;OK;2397.0;403.0
190-5;190;5;200;OK;2469.9;417.7
190-89;190;89;200;OK;4378.8;716.5
19-211;19;211;200;OK;597.8;181.8
190-73;190;73;200;OK;3196.9;523.1
190-86;190;86;200;OK;3646.3;596.6
190-46;190;46;200;OK;3907.6;639.4
120-211;120;211;200;OK;2329.9;407.7
57-211;57;211;200;OK;2422.5;512.9
190-51;190;51;200;OK;4817.8;826.5
211-141;211;141;200;OK;4787.1;794.1
211-19;211;19;200;OK;649.5;125.0
211-116;211;116;200;OK;2874.0;481.0
211-168;211;168;200;OK;2350.6;395.4
211-58;211;58;200;OK;1461.7;249.9
190-77;190;77;200;OK;4053.0;663.2
190-101;190;101;200;OK;1921.4;314.4
190-117;190;117;200;OK;3293.0;538.8
211-113;211;113;200;OK;1834.9;311.0
132-211;132;211;200;OK;2189.4;401.9
190-165;190;165;200;OK;705.5;122.3
211-154;211;154;200;OK;3848.8;663.4
211-26;211;26;200;OK;696.9;129.9
119-211;119;211;200;OK;3054.7;537.2
190-11;190;11;200;OK;2017.6;334.3
211-156;211;156;200;OK;3343.1;557.8
69-211;69;211;200;OK;1749.8;308.5
105-211;105;211;200;OK;3189.6;544.1
211-158;211;158;200;OK;3276.9;561.7
64-211;64;211;200;OK;2161.3;375.8
211-16;211;16;200;OK;1232.6;212.4
9-211;9;211;200;OK;1319.8;258.5
25-211;25;211;200;OK;650.2;145.9
190-1;190;1;200;OK;3212.3;527.8
5-211;5;211;200;OK;1053.3;212.6
211-6;211;6;200;OK;995.6;266.7
61-211;61;211;200;OK;1714.7;312.1
211-122;211;122;200;OK;2144.1;361.6
15-211;15;211;200;OK;1429.1;265.4
211-1;211;1;200;OK;1315.8;228.3
190-163;190;163;200;OK;1774.8;290.4
4-211;4;211;200;OK;1767.1;411.2
62-211;62;211;200;OK;959.9;233.0
211-75;211;75;200;OK;3268.1;545.5
190-128;190;128;200;OK;4357.0;751.7
211-119;211;119;200;OK;3142.5;535.9
111-211;111;211;200;OK;2045.5;356.9
190-8;190;8;200;OK;2321.4;380.6
190-103;190;103;200;OK;1925.8;315.1
31-211;31;211;200;OK;1721.9;307.4
190-31;190;31;200;OK;3440.3;562.9
42-211;42;211;200;OK;2028.1;378.5
101-211;101;211;200;OK;2090.8;364.3
211-174;211;174;200;OK;2285.9;552.7
190-158;190;158;200;OK;1448.2;240.5
16-211;16;211;200;OK;922.4;182.5
211-126;211;126;200;OK;3850.5;640.8
190-166;190;166;200;OK;482.0;78.9
20-211;20;211;200;OK;1165.7;212.9
190-71;190;71;200;OK;3741.2;612.2
30-211;30;211;200;OK;1317.1;258.1
190-123;190;123;200;OK;3530.0;577.6
190-7;190;7;200;OK;2667.6;436.5
211-9;211;9;200;OK;1411.0;241.6
190-75;190;75;200;OK;3055.7;500.0
211-157;211;157;200;OK;3057.6;511.1
211-124;211;124;200;OK;1163.3;201.1
211-63;211;63;200;OK;1405.0;263.6
190-133;190;133;200;OK;5100.6;890.1
211-46;211;46;200;OK;2546.2;427.4
211-83;211;83;200;OK;3539.3;591.3
190-62;190;62;200;OK;2503.9;409.7
26-211;26;211;200;OK;693.2;145.0
190-65;190;65;200;OK;2307.9;377.6
90-211;90;211;200;OK;2599.0;447.4
190-55;190;55;200;OK;4468.0;731.1
190-106;190;106;200;OK;2587.7;423.4
190-26;190;26;200;OK;3515.1;580.3
34-211;34;211;200;OK;1034.1;197.2
89-211;89;211;200;OK;4285.2;723.3
21-211;21;211;200;OK;887.6;171.5
190-74;190;74;200;OK;2608.4;429.7
211-108;211;108;200;OK;2372.3;398.9
211-89;211;89;200;OK;4316.7;718.5
56-211;56;211;200;OK;1413.9;297.3
211-81;211;81;200;OK;4627.8;769.4
211-38;211;38;200;OK;1178.2;328.6
175-211;175;211;200;OK;2335.0;408.5
190-93;190;93;200;OK;893.8;146.3
211-61;211;61;200;OK;2313.8;389.4
190-102;190;102;200;OK;1821.0;308.2
190-135;190;135;200;OK;5834.1;1011.2
190-69;190;69;200;OK;2462.8;403.0
190-132;190;132;200;OK;4648.3;774.3
211-11;211;11;200;OK;1857.8;315.8
190-14;190;14;200;OK;3064.5;504.0
190-81;190;81;200;OK;4081.1;667.8
190-76;190;76;200;OK;3489.7;595.8
190-122;190;122;200;OK;4001.0;654.7
211-137;211;137;200;OK;5108.5;861.6
92-211;92;211;200;OK;2337.8;425.1
117-211;117;211;200;OK;2603.0;457.4
168-211;168;211;200;OK;2274.6;409.5
29-211;29;211;200;OK;1265.9;243.4
122-211;122;211;200;OK;2005.1;359.6
139-211;139;211;200;OK;4886.9;837.0
211-162;211;162;200;OK;3406.0;568.1
190-174;190;174;200;OK;4739.6;939.0
190-13;190;13;200;OK;2566.0;419.9
190-136;190;136;200;OK;5359.5;877.0
190-48;190;48;200;OK;4192.6;795.1
63-211;63;211;200;OK;773.9;183.0
190-56;190;56;200;OK;3355.8;587.0
211-4;211;4;200;OK;2099.5;444.8
211-171;211;171;200;OK;3674.6;612.0
211-17;211;17;200;OK;862.3;151.9
211-135;211;135;200;OK;4472.7;799.2
190-58;190;58;200;OK;2316.2;379.0
211-142;211;142;200;OK;4529.0;751.8
147-211;147;211;200;OK;4196.6;754.7
211-91;211;91;200;OK;1135.8;210.8
142-211;142;211;200;OK;4182.0;725.7
211-138;211;138;200;OK;5364.6;903.6
190-154;190;154;200;OK;2051.9;343.6
190-64;190;64;200;OK;2152.2;352.2
211-8;211;8;200;OK;1033.2;179.8
190-33;190;33;200;OK;3012.3;492.9
146-211;146;211;200;OK;4388.4;755.4
211-94;211;94;200;OK;3386.5;577.0
211-49;211;49;200;OK;2501.5;458.2
211-25;211;25;200;OK;556.4;119.1
190-115;190;115;200;OK;765.6;125.3
79-211;79;211;200;OK;3561.1;619.0
129-211;129;211;200;OK;3653.8;671.6
211-79;211;79;200;OK;3793.9;647.1
211-166;211;166;200;OK;3393.4;566.0
156-211;156;211;200;OK;2544.4;453.7
211-3;211;3;200;OK;865.8;173.9
95-211;95;211;200;OK;2371.7;419.8
44-211;44;211;200;OK;1766.4;323.7
159-211;159;211;200;OK;3158.4;560.4
190-155;190;155;200;OK;1409.8;230.7
155-211;155;211;200;OK;4148.5;721.4
190-157;190;157;200;OK;2283.9;373.7
190-45;190;45;200;OK;3978.3;659.9
190-44;190;44;200;OK;3618.3;647.6
190-6;190;6;200;OK;2181.6;357.0
190-92;190;92;200;OK;1050.7;171.9
190-29;190;29;200;OK;3660.0;642.3
94-211;94;211;200;OK;3024.5;541.7
211-95;211;95;200;OK;2478.5;425.9
145-211;145;211;200;OK;3615.9;629.0
8-211;8;211;200;OK;1075.0;218.5
190-72;190;72;200;OK;3054.0;499.7
211-71;211;71;200;OK;2379.8;400.2
121-211;121;211;200;OK;2129.0;379.9
91-211;91;211;200;OK;1225.3;227.1
74-211;74;211;200;OK;3006.0;532.2
190-149;190;149;200;OK;2868.6;469.4
211-15;211;15;200;OK;1566.9;299.7
190-47;190;47;200;OK;4114.9;761.7
190-172;190;172;200;OK;2842.1;465.1
190-127;190;127;200;OK;5279.6;903.7
190-164;190;164;200;OK;1182.9;193.6
211-59;211;59;200;OK;445.8;155.1
200-2;200;2;200;OK;2755.7;467.9
190-113;190;113;200;OK;1906.1;314.1
190-112;190;112;200;OK;1660.9;274.5
150-211;150;211;200;OK;3718.4;668.3
190-54;190;54;200;OK;3737.5;625.4
211-53;211;53;200;OK;2924.6;489.3
115-211;115;211;200;OK;2726.1;488.6
40-211;40;211;200;OK;1936.0;359.4
211-165;211;165;200;OK;2560.8;441.3
10-211;10;211;200;OK;1404.6;269.2
171-211;171;211;200;OK;3619.6;634.8
11-211;11;211;200;OK;1766.1;312.2
144-29;144;29;200;OK;5090.7;876.4
33-211;33;211;200;OK;1220.8;221.9
190-35;190;35;200;OK;3629.1;601.0
211-139;211;139;200;OK;5295.7;877.3
38-211;38;211;200;OK;1483.7;326.3
211-62;211;62;200;OK;1002.7;174.8
190-124;190;124;200;OK;3508.6;574.1
190-95;190;95;200;OK;1406.1;249.7
190-59;190;59;200;OK;2559.3;434.0
172-211;172;211;200;OK;5213.3;895.6
211-54;211;54;200;OK;2376.1;413.4
14-211;14;211;200;OK;1279.1;243.4
190-107;190;107;200;OK;1760.9;288.1
211-114;211;114;200;OK;3739.1;622.6
141-211;141;211;200;OK;4371.7;752.7
211-134;211;134;200;OK;2870.2;508.4
165-211;165;211;200;OK;2404.6;442.9
211-2;211;2;200;OK;1302.3;224.8
110-189;110;189;200;OK;3460.0;566.1
9-189;9;189;200;OK;3830.9;626.8
189-189;189;189;200;OK;0;0
64-189;64;189;200;OK;4179.1;683.8
129-184;129;184;200;OK;6285.6;1043.7
89-189;89;189;200;OK;4720.8;773.1
184-184;184;184;200;OK;0;0
189-77;189;77;200;OK;3844.3;629.4
184-128;184;128;200;OK;5063.1;867.2
189-211;189;211;200;OK;5250.7;904.0
184-49;184;49;200;OK;5396.9;948.7
189-115;189;115;200;OK;2684.3;439.2
189-82;189;82;200;OK;5016.9;830.2
189-108;189;108;200;OK;3071.7;502.6
189-9;189;9;200;OK;4132.0;678.4
71-184;71;184;200;OK;4548.9;750.1
189-17;189;17;200;OK;5553.0;908.6
140-189;140;189;200;OK;6056.4;996.2
4-189;4;189;200;OK;5116.7;927.8
189-116;189;116;200;OK;6225.8;1035.1
80-184;80;184;200;OK;3119.8;515.0
52-189;52;189;200;OK;6987.8;1192.8
109-189;109;189;200;OK;3635.2;594.8
163-189;163;189;200;OK;4316.6;706.3
72-189;72;189;200;OK;5193.6;849.8
137-189;137;189;200;OK;5817.8;951.9
189-83;189;83;200;OK;5050.2;826.8
106-184;106;184;200;OK;865.8;141.7
113-189;113;189;200;OK;4059.2;664.2
10-184;10;184;200;OK;4949.5;817.3
190-148;190;148;200;OK;1646.0;269.3
41-184;41;184;200;OK;5909.1;973.4
189-45;189;45;200;OK;6220.9;1026.9
166-189;166;189;200;OK;2327.1;380.8
3-184;3;184;200;OK;4481.8;733.3
171-184;171;184;200;OK;969.1;158.6
83-189;83;189;200;OK;4981.6;815.8
184-57;184;57;200;OK;5342.4;882.9
189-76;189;76;200;OK;3281.0;562.1
189-184;189;184;200;OK;1742.2;285.5
111-189;111;189;200;OK;3650.4;597.3
189-84;189;84;200;OK;6102.7;998.6
189-18;189;18;200;OK;5165.6;883.7
189-69;189;69;200;OK;4705.4;769.9
58-189;58;189;200;OK;4489.7;734.6
184-15;184;15;200;OK;5510.6;901.7
104-189;104;189;200;OK;2459.1;419.8
106-189;106;189;200;OK;2342.7;383.3
184-17;184;17;200;OK;4593.3;751.6
175-184;175;184;200;OK;5901.5;968.4
189-128;189;128;200;OK;6613.7;1120.9
211-21;211;21;200;OK;896.8;197.0
1-211;1;211;200;OK;837.6;225.7
189-33;189;33;200;OK;5254.9;859.8
184-31;184;31;200;OK;4194.8;686.4
83-211;83;211;200;OK;3429.8;583.4
129-189;129;189;200;OK;7524.2;1246.4
189-66;189;66;200;OK;3104.8;512.4
19-184;19;184;200;OK;3891.3;669.5
42-189;42;189;200;OK;6846.7;1145.0
189-54;189;54;200;OK;5980.1;992.3
189-12;189;12;200;OK;4907.4;842.8
189-104;189;104;200;OK;2450.0;411.4
73-189;73;189;200;OK;5153.3;855.6
21-189;21;189;200;OK;5025.6;826.4
2-189;2;189;200;OK;5588.1;917.8
78-211;78;211;200;OK;3665.5;640.5
139-189;139;189;200;OK;6094.2;1002.4
65-189;65;189;200;OK;3078.2;503.7
82-184;82;184;200;OK;3627.5;602.4
189-87;189;87;200;OK;4213.9;689.9
184-149;184;149;200;OK;5142.6;841.5
189-103;189;103;200;OK;2739.7;448.3
91-189;91;189;200;OK;4621.3;760.6
184-3;184;3;200;OK;4376.4;765.5
184-58;184;58;200;OK;3540.7;579.4
189-133;189;133;200;OK;7343.2;1257.1
189-114;189;114;200;OK;2252.7;368.6
189-163;189;163;200;OK;4478.1;732.7
189-52;189;52;200;OK;6814.6;1129.3
56-189;56;189;200;OK;5711.1;978.3
5-189;5;189;200;OK;4340.6;713.2
47-184;47;184;200;OK;5526.7;934.9
184-91;184;91;200;OK;3251.8;546.2
25-184;25;184;200;OK;4558.8;763.3
49-184;49;184;200;OK;5965.9;999.0
130-189;130;189;200;OK;3843.0;628.8
189-91;189;91;200;OK;4739.8;789.7
135-184;135;184;200;OK;7206.6;1232.8
57-184;57;184;200;OK;5297.4;902.7
69-189;69;189;200;OK;5115.4;837.0
80-189;80;189;200;OK;4546.6;749.2
92-184;92;184;200;OK;2104.9;344.4
84-184;84;184;200;OK;4124.9;686.7
184-21;184;21;200;OK;3440.9;567.1
190-189;190;189;200;OK;2809.0;459.6
126-189;126;189;200;OK;7030.4;1150.4
189-92;189;92;200;OK;3057.9;500.4
189-19;189;19;200;OK;5118.9;847.9
114-189;114;189;200;OK;1986.4;325.0
154-184;154;184;200;OK;4032.5;680.9
184-54;184;54;200;OK;4492.0;748.8
189-81;189;81;200;OK;4270.2;699.1
189-88;189;88;200;OK;4075.0;667.2
55-184;55;184;200;OK;4512.2;750.0
38-189;38;189;200;OK;5780.9;1007.3
189-72;189;72;200;OK;5296.6;866.7
211-99;211;99;200;OK;1565.2;266.9
184-33;184;33;200;OK;3766.8;616.4
184-139;184;139;200;OK;5689.8;931.0
184-55;184;55;200;OK;5222.5;854.5
159-189;159;189;200;OK;3909.3;668.3
189-101;189;101;200;OK;3395.1;555.5
184-162;184;162;200;OK;2779.6;454.8
88-189;88;189;200;OK;3830.7;627.5
189-64;189;64;200;OK;4394.9;719.1
35-189;35;189;200;OK;5944.6;975.5
169-189;169;189;200;OK;3966.4;649.0
171-189;171;189;200;OK;1857.8;304.0
163-184;163;184;200;OK;3863.6;632.2
67-189;67;189;200;OK;3297.7;540.3
189-4;189;4;200;OK;5033.3;914.1
150-189;150;189;200;OK;5827.2;975.9
31-184;31;184;200;OK;4246.1;696.2
137-211;137;211;200;OK;5344.4;911.8
184-14;184;14;200;OK;4479.5;735.5
123-211;123;211;200;OK;1029.9;195.0
189-106;189;106;200;OK;2543.8;416.2
189-8;189;8;200;OK;4622.7;759.4
189-58;189;58;200;OK;4617.5;757.8
46-184;46;184;200;OK;4834.9;821.7
79-189;79;189;200;OK;4603.7;768.1
162-184;162;184;200;OK;2961.5;487.8
55-189;55;189;200;OK;5939.1;984.2
116-184;116;184;200;OK;5572.8;911.9
51-184;51;184;200;OK;5863.4;1032.5
190-16;190;16;200;OK;2867.0;469.1
189-171;189;171;200;OK;1928.3;315.5
30-189;30;189;200;OK;4383.7;717.3
189-161;189;161;200;OK;4726.4;774.8
189-143;189;143;200;OK;4621.3;758.2
189-74;189;74;200;OK;3985.9;655.1
190-161;190;161;200;OK;1993.5;326.2
184-154;184;154;200;OK;3813.6;631.9
189-75;189;75;200;OK;3739.4;612.3
54-184;54;184;200;OK;4704.3;792.0
189-78;189;78;200;OK;4818.2;807.0
190-137;190;137;200;OK;3231.0;533.0
189-2;189;2;200;OK;5441.4;891.3
184-62;184;62;200;OK;3315.2;542.5
184-146;184;146;200;OK;3918.3;645.4
108-189;108;189;200;OK;3024.0;494.8
189-162;189;162;200;OK;3176.0;519.7
21-184;21;184;200;OK;3787.0;623.7
82-189;82;189;200;OK;5054.3;836.6
38-184;38;184;200;OK;4542.4;804.7
48-184;48;184;200;OK;5325.8;968.3
74-184;74;184;200;OK;2368.6;393.4
189-164;189;164;200;OK;3886.6;635.9
184-47;184;47;200;OK;4869.4;885.1
189-38;189;38;200;OK;5913.8;1006.7
115-189;115;189;200;OK;2605.2;426.3
87-189;87;189;200;OK;4103.1;672.1
14-189;14;189;200;OK;5257.7;883.6
172-189;172;189;200;OK;3962.9;648.4
25-189;25;189;200;OK;5353.2;893.2
58-184;58;184;200;OK;3630.6;594.1
157-184;157;184;200;OK;4372.7;715.5
50-184;50;184;200;OK;6202.6;1046.5
136-189;136;189;200;OK;7410.6;1212.6
189-62;189;62;200;OK;4805.2;788.6
184-99;184;99;200;OK;2895.1;473.7
128-184;128;184;200;OK;6091.8;996.8
40-189;40;189;200;OK;6719.5;1110.0
189-3;189;3;200;OK;5440.0;941.8
3-189;3;189;200;OK;5276.2;863.3
184-8;184;8;200;OK;3300.7;540.8
170-189;170;189;200;OK;1859.6;304.3
189-14;189;14;200;OK;5439.2;892.5
146-184;146;184;200;OK;4243.2;697.5
66-189;66;189;200;OK;3292.2;539.8
103-189;103;189;200;OK;2691.7;440.4
40-184;40;184;200;OK;5480.9;907.4
77-184;77;184;200;OK;2190.3;358.4
16-189;16;189;200;OK;5161.0;844.5
189-79;189;79;200;OK;5008.8;834.1
184-53;184;53;200;OK;5040.5;824.8
118-184;118;184;200;OK;5252.1;859.4
184-85;184;85;200;OK;4626.9;757.1
184-27;184;27;200;OK;4724.2;783.3
189-57;189;57;200;OK;6830.5;1126.4
184-51;184;51;200;OK;5572.3;950.0
184-64;184;64;200;OK;2889.4;472.8
155-189;155;189;200;OK;2691.3;445.6
86-189;86;189;200;OK;5670.1;927.8
189-15;189;15;200;OK;6470.3;1058.7
13-189;13;189;200;OK;4717.0;771.8
45-184;45;184;200;OK;4809.2;815.3
49-189;49;189;200;OK;7204.4;1201.7
37-189;37;189;200;OK;5754.2;977.0
126-184;126;184;200;OK;5791.8;947.7
166-211;166;211;200;OK;3286.8;580.4
184-135;184;135;200;OK;6588.6;1134.6
184-45;184;45;200;OK;4732.8;783.4
128-189;128;189;200;OK;7330.3;1199.4
8-189;8;189;200;OK;4208.8;688.7
189-166;189;166;200;OK;2349.9;384.5
211-155;211;155;200;OK;4225.9;702.2
184-132;184;132;200;OK;5918.5;982.1
189-135;189;135;200;OK;8076.7;1378.1
184-175;184;175;200;OK;5799.9;956.2
94-189;94;189;200;OK;2383.3;394.2
189-44;189;44;200;OK;5861.0;1014.6
189-21;189;21;200;OK;4930.9;813.2
189-155;189;155;200;OK;3151.7;535.0
157-189;157;189;200;OK;4825.7;789.6
168-189;168;189;200;OK;5075.4;830.5
184-134;184;134;200;OK;5766.4;943.5
102-184;102;184;200;OK;1844.2;312.0
189-42;189;42;200;OK;6727.5;1124.4
19-189;19;189;200;OK;4871.8;805.2
189-169;189;169;200;OK;4184.9;687.0
159-184;159;184;200;OK;3708.1;635.4
189-137;189;137;200;OK;5077.9;832.9
189-65;189;65;200;OK;3126.2;511.5
184-41;184;41;200;OK;5502.3;907.5
189-139;189;139;200;OK;5725.8;938.9
189-1;189;1;200;OK;5454.9;894.8
52-184;52;184;200;OK;5749.3;990.1
37-184;37;184;200;OK;4515.6;774.3
27-184;27;184;200;OK;5025.9;838.3
86-184;86;184;200;OK;4431.5;725.1
42-184;42;184;200;OK;5608.2;942.4
93-189;93;189;200;OK;2665.1;436.1
189-175;189;175;200;OK;7288.0;1199.7
189-94;189;94;200;OK;2404.2;397.7
189-86;189;86;200;OK;5903.0;965.9
184-111;184;111;200;OK;2413.3;397.6
211-107;211;107;200;OK;2161.2;364.4
189-36;189;36;200;OK;5966.7;1045.5
189-99;189;99;200;OK;4383.2;717.2
51-189;51;189;200;OK;7101.9;1235.2
190-99;190;99;200;OK;2140.6;350.3
189-109;189;109;200;OK;3995.7;653.8
189-123;189;123;200;OK;5904.7;966.2
160-184;160;184;200;OK;5489.7;902.2
105-189;105;189;200;OK;2610.3;427.1
184-67;184;67;200;OK;1487.5;248.3
189-56;189;56;200;OK;5598.4;953.9
161-184;161;184;200;OK;4156.1;680.1
185-185;185;185;200;OK;0;0
189-59;189;59;200;OK;4860.5;812.8
211-148;211;148;200;OK;4462.0;740.9
184-129;184;129;200;OK;5427.7;897.4
184-5;184;5;200;OK;3884.9;649.3
83-184;83;184;200;OK;3554.8;581.6
1-189;1;189;200;OK;5574.6;914.3
184-114;184;114;200;OK;996.4;163.0
184-83;184;83;200;OK;3362.7;550.2
184-101;184;101;200;OK;1844.5;301.8
27-189;27;189;200;OK;5820.3;968.3
89-184;89;184;200;OK;3294.0;539.0
151-189;151;189;200;OK;4105.3;676.9
15-189;15;189;200;OK;5647.8;924.1
189-31;189;31;200;OK;5682.9;929.9
189-67;189;67;200;OK;3468.1;567.9
211-55;211;55;200;OK;3106.6;519.1
184-79;184;79;200;OK;3321.4;557.6
73-184;73;184;200;OK;3726.5;621.5
57-189;57;189;200;OK;6535.9;1105.3
200-77;200;77;200;OK;5077.3;846.8
141-189;141;189;200;OK;5376.7;885.0
92-189;92;189;200;OK;3125.1;511.4
127-189;127;189;200;OK;6826.6;1117.0
126-211;126;211;200;OK;3548.3;602.8
200-97;200;97;200;OK;2264.2;386.5
184-48;184;48;200;OK;4947.1;918.6
200-106;200;106;200;OK;3612.9;607.2
200-3;200;3;200;OK;1672.7;307.4
143-211;143;211;200;OK;4296.9;740.5
113-184;113;184;200;OK;2743.8;449.0
170-184;170;184;200;OK;1644.7;269.1
200-54;200;54;200;OK;3677.8;631.6
11-184;11;184;200;OK;3378.1;553.8
160-189;160;189;200;OK;5942.7;976.3
114-211;114;211;200;OK;3425.0;603.0
200-19;200;19;200;OK;2035.3;395.6
142-184;142;184;200;OK;5345.5;881.9
112-189;112;189;200;OK;3665.6;599.8
145-184;145;184;200;OK;4469.6;734.6
27-211;27;211;200;OK;1018.4;209.0
100-211;100;211;200;OK;2411.0;416.7
78-184;78;184;200;OK;2691.6;470.7
200-37;200;37;200;OK;2838.1;513.1
148-184;148;184;200;OK;3636.5;600.2
200-11;200;11;200;OK;1722.1;298.9
