id;origen;final;status;reason;distance;duration
83-24;83;24;200;OK;3155.1;668.8
95-55;95;55;200;OK;3428.7;699.1
19-58;19;58;200;OK;1091.7;229.5
98-104;98;104;200;OK;1498.7;338.2
1-57;1;57;200;OK;1375.5;400.1
163-69;163;69;200;OK;2665.6;533.1
37-135;37;135;200;OK;3463.0;832.8
15-41;15;41;200;OK;2030.5;410.9
30-121;30;121;200;OK;2371.4;474.3
53-165;53;165;200;OK;4150.8;877.9
23-128;23;128;200;OK;3158.8;657.9
42-95;42;95;200;OK;3639.2;761.0
84-79;84;79;200;OK;1295.4;274.2
161-125;161;125;200;OK;2683.0;536.6
123-132;123;132;200;OK;1291.1;271.5
166-44;166;44;200;OK;3955.7;859.0
9-77;9;77;200;OK;4003.1;800.6
161-41;161;41;200;OK;4617.5;935.9
62-33;62;33;200;OK;1588.4;317.7
18-9;18;9;200;OK;1142.8;237.8
7-139;7;139;200;OK;4391.8;878.3
50-57;50;57;200;OK;1034.2;217.6
111-59;111;59;200;OK;1677.0;354.9
120-13;120;13;200;OK;1594.7;318.9
58-65;58;65;200;OK;2715.7;543.1
83-23;83;23;200;OK;3146.9;655.5
12-129;12;129;200;OK;4286.5;870.3
24-163;24;163;200;OK;1880.1;413.8
23-47;23;47;200;OK;1926.3;548.4
89-23;89;23;200;OK;4002.4;826.6
82-23;82;23;200;OK;3943.1;827.1
107-49;107;49;200;OK;3138.8;709.7
29-126;29;126;200;OK;3464.3;743.4
17-65;17;65;200;OK;3155.4;631.0
45-35;45;35;200;OK;1227.0;252.4
118-25;118;25;200;OK;2520.1;528.2
113-56;113;56;200;OK;1858.1;416.0
54-66;54;66;200;OK;3291.1;717.5
33-96;33;96;200;OK;2789.5;562.9
95-135;95;135;200;OK;4794.8;1048.0
5-139;5;139;200;OK;3909.3;785.0
109-129;109;129;200;OK;3488.7;710.7
25-81;25;81;200;OK;4739.1;973.3
23-43;23;43;200;OK;1943.6;444.9
121-168;121;168;200;OK;1921.5;384.3
49-46;49;46;200;OK;1712.6;367.1
89-32;89;32;200;OK;3626.5;729.9
13-114;13;114;200;OK;3366.4;673.3
17-58;17;58;200;OK;1098.8;273.5
132-155;132;155;200;OK;5818.6;1184.1
160-118;160;118;200;OK;841.3;173.8
75-75;75;75;200;OK;0;0
174-122;174;122;200;OK;2164.9;585.6
114-8;114;8;200;OK;2720.1;544.0
41-61;41;61;200;OK;2871.1;578.2
174-46;174;46;200;OK;1910.1;562.6
55-106;55;106;200;OK;3999.7;799.9
35-26;35;26;200;OK;753.5;163.5
148-172;148;172;200;OK;1218.3;243.6
66-57;66;57;200;OK;4292.7;869.6
49-65;49;65;200;OK;4252.5;871.6
98-88;98;88;200;OK;2794.8;590.5
26-28;26;28;200;OK;615.8;211.3
1-26;1;26;200;OK;1169.6;249.0
159-113;159;113;200;OK;2518.5;541.9
21-114;21;114;200;OK;3364.4;678.5
26-5;26;5;200;OK;1325.6;300.8
128-49;128;49;200;OK;1677.5;353.9
135-41;135;41;200;OK;2827.1;638.4
126-95;126;95;200;OK;3822.8;777.9
132-131;132;131;200;OK;2568.5;526.9
147-96;147;96;200;OK;3460.9;751.1
42-131;42;131;200;OK;3029.5;605.9
81-81;81;81;200;OK;0;0
170-161;170;161;200;OK;2818.2;563.6
1-128;1;128;200;OK;2674.3;537.2
166-138;166;138;200;OK;3361.9;672.3
158-142;158;142;200;OK;1802.8;369.9
47-5;47;5;200;OK;3519.6;788.5
57-157;57;157;200;OK;4947.6;1033.6
132-156;132;156;200;OK;4450.7;910.5
13-63;13;63;200;OK;560.6;136.7
26-17;26;17;200;OK;364.5;80.0
108-9;108;9;200;OK;1214.4;242.9
132-72;132;72;200;OK;4062.4;825.7
16-16;16;16;200;OK;0;0
38-19;38;19;200;OK;1133.0;317.5
46-111;46;111;200;OK;2499.9;537.1
46-112;46;112;200;OK;2484.7;534.0
46-108;46;108;200;OK;3045.4;646.2
8-3;8;3;200;OK;1288.1;308.8
57-83;57;83;200;OK;2329.4;474.2
58-82;58;82;200;OK;4706.6;953.7
43-171;43;171;200;OK;4980.7;1003.1
71-61;71;61;200;OK;4141.3;836.3
42-164;42;164;200;OK;3807.7;780.0
57-164;57;164;200;OK;4258.1;895.7
110-57;110;57;200;OK;3567.8;724.3
12-172;12;172;200;OK;5043.3;1008.6
133-61;133;61;200;OK;3742.7;748.5
95-19;95;19;200;OK;1835.1;391.6
153-142;153;142;200;OK;1548.3;309.7
4-128;4;128;200;OK;4925.8;1113.0
9-142;9;142;200;OK;3152.5;630.5
9-12;9;12;200;OK;976.5;271.7
164-164;164;164;200;OK;0;0
13-149;13;149;200;OK;2632.3;526.4
23-149;23;149;200;OK;3339.8;694.1
1-157;1;157;200;OK;3558.4;714.0
2-157;2;157;200;OK;3571.9;718.0
124-38;124;38;200;OK;1890.0;455.4
166-144;166;144;200;OK;2276.6;455.3
74-52;74;52;200;OK;2879.8;612.0
113-86;113;86;200;OK;2029.8;405.9
12-114;12;114;200;OK;3276.5;655.3
45-172;45;172;200;OK;6464.0;1326.1
23-66;23;66;200;OK;2668.7;560.2
15-129;15;129;200;OK;3914.1;800.6
42-61;42;61;200;OK;2952.7;590.5
23-9;23;9;200;OK;1108.3;247.9
174-114;174;114;200;OK;5112.4;1175.1
86-79;86;79;200;OK;1718.0;385.4
118-13;118;13;200;OK;1463.0;292.6
129-49;129;49;200;OK;1522.6;344.1
6-49;6;49;200;OK;3351.1;714.3
47-174;47;174;200;OK;2240.5;651.2
100-47;100;47;200;OK;3114.9;760.0
53-94;53;94;200;OK;4436.8;942.4
77-106;77;106;200;OK;1988.6;397.7
57-134;57;134;200;OK;833.3;177.4
58-131;58;131;200;OK;1673.5;334.7
25-25;25;25;200;OK;0;0
57-129;57;129;200;OK;832.6;190.2
131-62;131;62;200;OK;2342.0;468.4
166-108;166;108;200;OK;1171.0;234.2
12-48;12;48;200;OK;2869.1;767.0
124-43;124;43;200;OK;1894.4;408.8
136-41;136;41;200;OK;2803.1;560.6
63-8;63;8;200;OK;882.9;205.5
113-9;113;9;200;OK;1200.0;240.0
123-125;123;125;200;OK;1680.2;341.4
64-106;64;106;200;OK;1953.1;390.6
48-18;48;18;200;OK;2166.6;581.5
18-168;18;168;200;OK;1735.9;356.8
169-125;169;125;200;OK;1780.9;356.2
169-17;169;17;200;OK;1457.0;291.4
41-84;41;84;200;OK;2666.2;550.0
51-128;51;128;200;OK;1388.6;323.2
103-139;103;139;200;OK;5576.9;1115.3
55-172;55;172;200;OK;6657.4;1331.4
52-48;52;48;200;OK;729.9;182.2
27-58;27;58;200;OK;1523.9;411.3
16-17;16;17;200;OK;388.3;77.7
110-9;110;9;200;OK;1020.2;204.0
122-119;122;119;200;OK;1201.3;255.6
40-25;40;25;200;OK;1142.5;314.6
168-15;168;15;200;OK;1993.9;398.8
118-34;118;34;200;OK;2201.5;442.5
134-169;134;169;200;OK;4271.7;886.6
59-42;59;42;200;OK;2182.4;498.0
116-96;116;96;200;OK;4456.4;896.3
53-22;53;22;200;OK;1668.2;411.2
102-4;102;4;200;OK;2996.2;748.6
46-49;46;49;200;OK;1905.1;395.1
109-14;109;14;200;OK;2251.0;453.8
19-57;19;57;200;OK;3231.0;665.6
44-46;44;46;200;OK;1153.4;241.1
55-83;55;83;200;OK;1428.2;286.9
23-129;23;129;200;OK;3009.2;641.0
90-81;90;81;200;OK;2192.6;438.5
2-51;2;51;200;OK;2303.5;529.2
52-42;52;42;200;OK;1206.4;295.8
38-161;38;161;200;OK;3503.9;782.6
23-57;23;57;200;OK;2923.9;621.7
15-16;15;16;200;OK;708.6;141.7
95-9;95;9;200;OK;1117.3;236.9
136-3;136;3;200;OK;4367.7;895.3
22-123;22;123;200;OK;2285.3;468.2
123-41;123;41;200;OK;1657.1;331.4
67-102;67;102;200;OK;1932.9;400.8
125-121;125;121;200;OK;1123.9;229.7
9-166;9;166;200;OK;1982.4;396.5
102-83;102;83;200;OK;2165.8;447.4
115-128;115;128;200;OK;4223.1;856.5
132-5;132;5;200;OK;2466.4;542.2
82-82;82;82;200;OK;0;0
2-62;2;62;200;OK;1150.1;252.7
1-164;1;164;200;OK;2897.8;581.9
109-18;109;18;200;OK;1865.2;413.7
25-118;25;118;200;OK;2251.8;474.5
1-96;1;96;200;OK;2846.1;576.5
38-76;38;76;200;OK;4351.0;950.6
46-135;46;135;200;OK;2809.5;656.8
57-133;57;133;200;OK;1263.3;263.4
124-45;124;45;200;OK;2339.1;497.8
118-1;118;1;200;OK;3774.2;757.2
13-83;13;83;200;OK;4565.1;913.0
160-9;160;9;200;OK;2697.1;544.9
23-126;23;126;200;OK;3547.9;735.8
1-86;1;86;200;OK;1661.7;334.6
5-43;5;43;200;OK;2850.4;603.2
109-64;109;64;200;OK;1374.4;274.9
22-5;22;5;200;OK;2656.0;555.9
108-22;108;22;200;OK;1935.9;398.3
131-158;131;158;200;OK;2954.1;610.4
93-22;93;22;200;OK;2340.4;479.2
19-42;19;42;200;OK;2608.6;552.6
166-16;166;16;200;OK;3204.4;640.9
62-4;62;4;200;OK;1891.0;513.3
54-133;54;133;200;OK;1800.9;379.5
43-169;43;169;200;OK;2987.3;629.8
145-144;145;144;200;OK;1768.6;353.7
10-81;10;81;200;OK;4243.7;874.1
164-116;164;116;200;OK;2698.9;562.7
125-25;125;25;200;OK;2430.4;515.2
3-38;3;38;200;OK;1559.4;389.3
23-127;23;127;200;OK;4081.4;843.4
157-43;157;43;200;OK;4331.6;896.3
171-74;171;74;200;OK;2209.1;445.9
103-172;103;172;200;OK;4555.5;911.1
90-131;90;131;200;OK;3526.1;705.2
97-57;97;57;200;OK;3636.0;737.9
64-39;64;39;200;OK;3022.9;641.2
22-129;22;129;200;OK;1967.4;417.6
97-56;97;56;200;OK;2403.9;525.2
59-133;59;133;200;OK;3110.9;683.7
19-12;19;12;200;OK;1563.3;350.3
46-46;46;46;200;OK;0;0
37-48;37;48;200;OK;914.8;317.6
6-149;6;149;200;OK;2238.3;447.6
124-136;124;136;200;OK;4586.7;947.3
22-66;22;66;200;OK;2556.4;522.7
53-47;53;47;200;OK;698.9;217.0
45-39;45;39;200;OK;1238.9;262.1
147-31;147;31;200;OK;4619.9;966.8
43-106;43;106;200;OK;4602.5;927.5
160-4;160;4;200;OK;2117.6;557.0
41-3;41;3;200;OK;2075.5;440.9
18-42;18;42;200;OK;2183.4;520.8
10-62;10;62;200;OK;1750.1;375.5
108-57;108;57;200;OK;3762.1;763.1
166-163;166;163;200;OK;2112.2;422.4
17-139;17;139;200;OK;4898.0;979.6
76-36;76;36;200;OK;4039.4;934.7
43-29;43;29;200;OK;900.3;218.9
53-41;53;41;200;OK;1636.9;327.4
18-43;18;43;200;OK;2135.3;511.2
43-26;43;26;200;OK;1261.4;265.2
46-128;46;128;200;OK;1798.2;378.9
134-128;134;128;200;OK;1600.0;320.0
21-15;21;15;200;OK;2228.5;451.3
10-82;10;82;200;OK;3728.4;783.4
9-139;9;139;200;OK;3919.2;783.8
19-174;19;174;200;OK;2863.3;756.2
8-163;8;163;200;OK;1141.4;228.3
25-57;25;57;200;OK;2213.3;560.4
124-77;124;77;200;OK;5288.4;1069.6
161-93;161;93;200;OK;2302.2;460.4
49-58;49;58;200;OK;2891.3;685.0
25-62;25;62;200;OK;1114.0;247.0
158-3;158;3;200;OK;3396.4;732.5
109-58;109;58;200;OK;1317.1;263.4
17-168;17;168;200;OK;1488.3;297.6
22-12;22;12;200;OK;2696.9;575.4
12-45;12;45;200;OK;2940.7;711.2
87-1;87;1;200;OK;4027.6;807.8
24-57;24;57;200;OK;2932.1;635.0
107-76;107;76;200;OK;2512.8;526.7
87-2;87;2;200;OK;4014.1;803.8
90-166;90;166;200;OK;1849.6;369.9
154-52;154;52;200;OK;5268.3;1095.4
142-169;142;169;200;OK;2920.4;584.1
76-1;76;1;200;OK;3527.7;746.2
116-136;116;136;200;OK;6255.0;1251.0
81-2;81;2;200;OK;4038.7;808.7
6-24;6;24;200;OK;1216.2;321.0
76-55;76;55;200;OK;3722.0;788.7
160-26;160;26;200;OK;2886.8;590.0
42-55;42;55;200;OK;2151.8;430.3
6-79;6;79;200;OK;4409.0;895.6
19-82;19;82;200;OK;4117.1;845.7
124-19;124;19;200;OK;1342.5;279.7
122-51;122;51;200;OK;3258.5;713.4
12-76;12;76;200;OK;4187.0;861.5
25-142;25;142;200;OK;4640.3;952.2
76-91;76;91;200;OK;2812.6;620.6
3-142;3;142;200;OK;4563.3;912.6
113-115;113;115;200;OK;1448.4;289.7
65-114;65;114;200;OK;1413.9;282.8
103-135;103;135;200;OK;5512.7;1178.2
57-81;57;81;200;OK;3418.0;691.9
42-149;42;149;200;OK;4944.1;1007.3
81-1;81;1;200;OK;4052.2;812.8
1-17;1;17;200;OK;1467.2;301.4
90-135;90;135;200;OK;4768.6;1029.4
76-2;76;2;200;OK;3514.1;742.2
25-5;25;5;200;OK;1419.5;336.6
2-121;2;121;200;OK;2683.2;545.9
56-17;56;17;200;OK;1741.8;396.2
26-49;26;49;200;OK;1804.7;416.7
108-169;108;169;200;OK;1393.7;281.5
115-153;115;153;200;OK;2761.0;564.8
160-133;160;133;200;OK;4458.3;897.1
143-54;143;54;200;OK;5589.8;1137.2
45-108;45;108;200;OK;3019.7;637.3
160-139;160;139;200;OK;3281.7;661.8
119-58;119;58;200;OK;2640.4;543.4
9-1;9;1;200;OK;1822.6;366.8
123-12;123;12;200;OK;1092.6;246.8
147-118;147;118;200;OK;3824.7;807.7
164-157;164;157;200;OK;1112.4;222.5
71-82;71;82;200;OK;2132.5;440.2
43-136;43;136;200;OK;2760.3;552.0
57-59;57;59;200;OK;2879.3;729.9
44-67;44;67;200;OK;4345.2;913.4
132-12;132;12;200;OK;2255.2;499.8
42-16;42;16;200;OK;2069.7;432.4
62-44;62;44;200;OK;1685.5;405.0
147-55;147;55;200;OK;5647.6;1172.3
36-49;36;49;200;OK;1122.4;275.1
83-82;83;82;200;OK;798.5;172.1
57-174;57;174;200;OK;2060.2;622.1
56-58;56;58;200;OK;2099.0;471.2
169-38;169;38;200;OK;2666.2;602.9
42-126;42;126;200;OK;3085.6;617.1
164-135;164;135;200;OK;6132.5;1302.2
157-161;157;161;200;OK;520.7;104.1
31-43;31;43;200;OK;1760.5;431.4
165-38;165;38;200;OK;3160.5;711.4
57-135;57;135;200;OK;2121.6;510.7
23-23;23;23;200;OK;0;0
43-59;43;59;200;OK;2060.2;508.7
127-75;127;75;200;OK;3252.7;694.9
13-8;13;8;200;OK;1243.0;248.6
161-141;161;141;200;OK;2079.7;415.9
19-52;19;52;200;OK;3215.1;671.6
57-118;57;118;200;OK;4168.5;896.9
75-168;75;168;200;OK;4446.6;889.3
32-149;32;149;200;OK;3547.6;714.1
149-134;149;134;200;OK;5851.4;1201.7
58-47;58;47;200;OK;2925.1;702.1
123-87;123;87;200;OK;5740.8;1160.1
137-8;137;8;200;OK;4389.2;877.8
76-65;76;65;200;OK;1135.5;248.1
170-62;170;62;200;OK;2999.6;599.9
163-161;163;161;200;OK;767.9;155.6
57-34;57;34;200;OK;2517.7;563.2
2-63;2;63;200;OK;2023.4;438.5
62-63;62;63;200;OK;1392.7;334.5
1-133;1;133;200;OK;2103.3;442.3
163-72;163;72;200;OK;3300.6;660.1
114-34;114;34;200;OK;4354.3;873.0
58-95;58;95;200;OK;1892.7;391.9
133-135;133;135;200;OK;2130.6;501.8
5-109;5;109;200;OK;1416.9;286.5
38-132;38;132;200;OK;2793.1;583.8
10-43;10;43;200;OK;706.3;165.3
161-91;161;91;200;OK;2848.0;589.3
44-125;44;125;200;OK;3209.4;641.8
43-13;43;13;200;OK;2171.5;440.0
22-41;22;41;200;OK;2101.4;541.3
30-43;30;43;200;OK;2204.3;508.7
5-45;5;45;200;OK;3305.2;676.6
58-161;58;161;200;OK;1638.6;329.7
62-87;62;87;200;OK;5008.9;1013.7
100-19;100;19;200;OK;1874.4;386.0
52-81;52;81;200;OK;3330.0;692.2
52-8;52;8;200;OK;3221.5;704.5
26-2;26;2;200;OK;1555.4;319.2
52-136;52;136;200;OK;1720.4;369.0
133-48;133;48;200;OK;1579.5;381.4
19-94;19;94;200;OK;3016.5;631.3
52-135;52;135;200;OK;2136.4;508.9
124-67;124;67;200;OK;4172.7;834.5
142-58;142;58;200;OK;3375.7;675.1
52-87;52;87;200;OK;4106.5;858.1
170-131;170;131;200;OK;3599.8;719.9
32-16;32;16;200;OK;1487.7;302.1
80-49;80;49;200;OK;3976.0;819.9
13-166;13;166;200;OK;2868.5;573.7
161-3;161;3;200;OK;2904.9;624.9
21-1;21;1;200;OK;670.9;142.2
58-149;58;149;200;OK;2484.1;496.8
129-43;129;43;200;OK;1879.8;422.7
169-116;169;116;200;OK;2326.8;465.3
32-169;32;169;200;OK;1746.4;353.9
47-172;47;172;200;OK;7181.5;1473.4
21-45;21;45;200;OK;1478.7;387.9
161-94;161;94;200;OK;3159.8;648.8
170-83;170;83;200;OK;3443.0;688.6
57-7;57;7;200;OK;2549.9;619.8
16-42;16;42;200;OK;2059.3;441.8
38-168;38;168;200;OK;2976.4;612.9
53-133;53;133;200;OK;1155.9;231.2
20-41;20;41;200;OK;2513.8;507.4
25-65;25;65;200;OK;2845.5;593.3
43-126;43;126;200;OK;2865.4;573.1
102-136;102;136;200;OK;4501.1;914.4
22-114;22;114;200;OK;3584.5;728.1
23-174;23;174;200;OK;2246.4;658.1
169-164;169;164;200;OK;745.3;149.1
144-96;144;96;200;OK;3218.9;659.9
163-145;163;145;200;OK;2200.0;440.0
78-78;78;78;200;OK;0;0
155-58;155;58;200;OK;3515.3;703.0
46-74;46;74;200;OK;2639.5;580.3
56-97;56;97;200;OK;2299.2;511.2
40-16;40;16;200;OK;1614.4;384.7
57-131;57;131;200;OK;3903.4;843.8
28-43;28;43;200;OK;941.3;261.8
52-49;52;49;200;OK;852.3;191.6
140-89;140;89;200;OK;8259.2;1651.8
76-126;76;126;200;OK;3464.9;720.9
30-57;30;57;200;OK;2899.4;590.6
174-135;174;135;200;OK;3851.8;998.7
59-13;59;13;200;OK;1052.9;248.8
86-107;86;107;200;OK;2155.6;431.1
12-131;12;131;200;OK;1547.5;315.5
95-57;95;57;200;OK;3548.6;733.8
67-32;67;32;200;OK;3409.8;703.9
58-9;58;9;200;OK;658.8;131.8
149-26;149;26;200;OK;3678.1;744.3
47-43;47;43;200;OK;1061.0;341.1
11-9;11;9;200;OK;864.1;173.8
123-168;123;168;200;OK;1797.1;359.4
9-16;9;16;200;OK;1423.0;284.6
22-151;22;151;200;OK;3741.9;759.5
167-95;167;95;200;OK;1887.1;404.8
129-83;129;83;200;OK;2273.1;476.9
169-59;169;59;200;OK;1075.0;227.3
171-89;171;89;200;OK;3286.7;657.3
16-49;16;49;200;OK;2529.5;550.0
6-163;6;163;200;OK;752.0;150.4
45-66;45;66;200;OK;3358.5;705.3
38-57;38;57;200;OK;1075.6;290.6
171-144;171;144;200;OK;3111.3;622.2
73-82;73;82;200;OK;1771.5;366.6
153-148;153;148;200;OK;1834.1;368.1
134-49;134;49;200;OK;790.8;176.5
58-43;58;43;200;OK;2542.0;569.0
45-129;45;129;200;OK;1776.7;368.3
6-131;6;131;200;OK;1349.4;269.9
4-121;4;121;200;OK;1561.4;440.2
81-76;81;76;200;OK;1296.8;280.3
92-76;92;76;200;OK;2869.4;598.0
45-81;45;81;200;OK;3092.7;619.8
123-58;123;58;200;OK;1441.5;342.0
25-3;25;3;200;OK;461.9;138.4
43-9;43;9;200;OK;2858.7;577.4
8-168;8;168;200;OK;1618.3;323.6
59-47;59;47;200;OK;2517.4;621.6
76-76;76;76;200;OK;0;0
43-134;43;134;200;OK;955.1;191.0
16-1;16;1;200;OK;2125.4;427.4
33-115;33;115;200;OK;2907.2;581.4
67-169;67;169;200;OK;4045.4;809.0
152-172;152;172;200;OK;2017.1;404.7
83-57;83;57;200;OK;2248.6;460.4
27-134;27;134;200;OK;2435.2;536.6
32-79;32;79;200;OK;3048.8;658.3
57-128;57;128;200;OK;1583.3;327.4
24-49;24;49;200;OK;2470.2;575.9
130-141;130;141;200;OK;3225.1;645.0
88-22;88;22;200;OK;2835.9;647.2
9-108;9;108;200;OK;961.3;192.3
6-77;6;77;200;OK;4446.2;889.2
95-45;95;45;200;OK;2939.0;613.7
59-65;59;65;200;OK;3219.3;662.8
57-1;57;1;200;OK;2032.5;518.6
117-173;117;173;200;OK;4965.1;993.0
88-91;88;91;200;OK;3010.3;623.9
23-46;23;46;200;OK;2243.6;474.9
47-36;47;36;200;OK;1384.9;348.0
168-154;168;154;200;OK;2990.6;608.6
12-15;12;15;200;OK;1800.8;453.2
114-138;114;138;200;OK;4840.9;968.1
71-133;71;133;200;OK;2100.4;420.1
23-55;23;55;200;OK;2804.0;587.0
113-45;113;45;200;OK;2480.6;508.6
30-19;30;19;200;OK;827.5;176.7
38-55;38;55;200;OK;2281.7;478.1
57-26;57;26;200;OK;2080.5;486.4
161-124;161;124;200;OK;3013.9;602.8
8-7;8;7;200;OK;793.2;158.6
43-28;43;28;200;OK;891.4;213.6
12-137;12;137;200;OK;4484.0;896.8
41-8;41;8;200;OK;2870.5;578.1
13-7;13;7;200;OK;1217.1;243.4
23-139;23;139;200;OK;4993.1;1024.8
62-83;62;83;200;OK;3476.8;696.7
159-101;159;101;200;OK;3068.4;648.8
16-132;16;132;200;OK;1904.3;394.1
55-129;55;129;200;OK;2012.1;427.3
23-6;23;6;200;OK;1483.4;322.9
95-114;95;114;200;OK;1734.2;360.2
37-134;37;134;200;OK;1733.2;411.2
164-169;164;169;200;OK;1353.1;270.6
5-1;5;1;200;OK;2155.8;436.6
136-86;136;86;200;OK;1740.6;348.1
43-12;43;12;200;OK;2309.0;495.8
135-43;135;43;200;OK;2888.0;650.5
13-161;13;161;200;OK;1786.8;359.4
118-4;118;4;200;OK;1631.7;454.3
76-81;76;81;200;OK;1202.0;268.3
78-82;78;82;200;OK;1721.4;397.3
2-14;2;14;200;OK;2328.4;478.5
8-132;8;132;200;OK;2889.8;635.7
18-17;18;17;200;OK;512.4;156.7
24-6;24;6;200;OK;1491.7;336.2
43-8;43;8;200;OK;2480.9;501.9
134-164;134;164;200;OK;4951.8;996.0
63-46;63;46;200;OK;2845.1;632.0
62-57;62;57;200;OK;3164.0;643.5
5-157;5;157;200;OK;1671.2;337.4
143-142;143;142;200;OK;540.3;108.1
134-55;134;55;200;OK;1537.5;307.5
12-55;12;55;200;OK;4081.4;816.2
95-66;95;66;200;OK;1437.1;301.1
29-128;29;128;200;OK;3075.2;665.6
67-41;67;41;200;OK;5213.9;1064.8
46-41;46;41;200;OK;1846.9;369.4
167-66;167;66;200;OK;3212.6;642.8
45-89;45;89;200;OK;2781.6;557.6
166-96;166;96;200;OK;1053.4;222.3
40-54;40;54;200;OK;2523.3;549.9
47-168;47;168;200;OK;4046.7;865.5
159-36;159;36;200;OK;4003.5;891.0
38-61;38;61;200;OK;2936.5;604.9
170-132;170;132;200;OK;5190.1;1051.2
133-132;133;132;200;OK;3291.6;671.5
43-138;43;138;200;OK;6812.4;1389.1
38-163;38;163;200;OK;2881.6;656.1
58-42;58;42;200;OK;2590.1;578.6
136-129;136;129;200;OK;907.4;202.7
25-21;25;21;200;OK;1342.9;298.4
1-48;1;48;200;OK;1083.0;348.2
46-91;46;91;200;OK;1483.5;340.1
43-5;43;5;200;OK;2520.2;538.3
134-106;134;106;200;OK;5606.7;1159.5
32-99;32;99;200;OK;1199.1;244.4
156-162;156;162;200;OK;2968.6;593.7
63-129;63;129;200;OK;3884.4;842.4
163-52;163;52;200;OK;4308.1;881.5
161-4;161;4;200;OK;1935.6;515.0
117-132;117;132;200;OK;2656.4;544.5
39-23;39;23;200;OK;1848.3;415.8
110-172;110;172;200;OK;3876.3;775.2
58-127;58;127;200;OK;5016.9;1004.4
57-4;57;4;200;OK;3615.3;914.2
27-133;27;133;200;OK;2005.3;498.1
48-136;48;136;200;OK;2127.5;426.7
32-132;32;132;200;OK;2480.9;514.0
168-123;168;123;200;OK;1685.9;337.2
34-49;34;49;200;OK;2284.1;475.7
116-132;116;132;200;OK;2867.8;586.8
58-118;58;118;200;OK;2251.0;450.2
160-76;160;76;200;OK;5935.8;1216.8
6-17;6;17;200;OK;1209.9;242.0
143-86;143;86;200;OK;5662.5;1132.5
16-145;16;145;200;OK;3662.9;732.6
17-145;17;145;200;OK;3831.3;766.2
154-126;154;126;200;OK;5908.2;1203.4
164-53;164;53;200;OK;4584.4;916.9
164-22;164;22;200;OK;3060.1;623.2
171-29;171;29;200;OK;4144.8;884.2
6-51;6;51;200;OK;4127.0;870.9
157-149;157;149;200;OK;585.6;117.1
160-155;160;155;200;OK;4580.7;921.6
116-134;116;134;200;OK;4449.9;889.9
1-24;1;24;200;OK;1002.7;240.7
19-118;19;118;200;OK;3180.8;647.3
29-53;29;53;200;OK;2538.4;558.3
122-134;122;134;200;OK;2982.3;612.6
1-7;1;7;200;OK;1404.8;283.3
111-128;111;128;200;OK;3248.9;661.7
93-173;93;173;200;OK;2856.3;571.2
23-114;23;114;200;OK;3436.5;713.5
5-17;5;17;200;OK;1227.5;248.6
51-135;51;135;200;OK;1708.8;463.0
55-57;55;57;200;OK;1808.5;372.4
1-169;1;169;200;OK;2342.0;470.7
57-5;57;5;200;OK;3339.3;759.5
58-54;58;54;200;OK;3009.0;621.1
49-17;49;17;200;OK;2057.1;431.3
46-134;46;134;200;OK;1677.2;354.7
55-82;55;82;200;OK;2001.4;414.0
62-74;62;74;200;OK;2952.4;623.6
1-162;1;162;200;OK;3738.8;750.1
112-54;112;54;200;OK;2387.3;496.7
167-127;167;127;200;OK;5533.6;1107.7
55-109;55;109;200;OK;2826.0;565.2
11-128;11;128;200;OK;3178.0;636.6
115-166;115;166;200;OK;751.5;150.3
26-59;26;59;200;OK;865.6;271.2
65-129;65;129;200;OK;4006.6;814.3
125-27;125;27;200;OK;2030.4;424.6
155-96;155;96;200;OK;2408.1;493.2
1-158;1;158;200;OK;3759.0;757.4
41-27;41;27;200;OK;1447.1;307.0
57-82;57;82;200;OK;2902.7;601.2
107-82;107;82;200;OK;3408.0;693.9
118-16;118;16;200;OK;1763.9;352.8
57-62;57;62;200;OK;2281.8;585.1
12-3;12;3;200;OK;1428.8;336.6
57-8;57;8;200;OK;2679.1;645.6
91-86;91;86;200;OK;1411.7;302.1
131-59;131;59;200;OK;1660.6;344.4
1-38;1;38;200;OK;458.6;159.0
168-106;168;106;200;OK;4167.4;833.5
17-13;17;13;200;OK;612.4;122.5
131-123;131;123;200;OK;877.9;175.6
24-65;24;65;200;OK;2439.8;525.8
30-101;30;101;200;OK;1793.9;358.8
26-134;26;134;200;OK;2173.5;476.3
2-129;2;129;200;OK;2538.2;524.3
124-131;124;131;200;OK;1649.2;329.8
163-155;163;155;200;OK;2954.6;590.9
24-1;24;1;200;OK;1021.5;244.5
23-104;23;104;200;OK;3080.5;663.8
164-4;164;4;200;OK;1883.2;504.6
6-56;6;56;200;OK;2292.2;502.8
86-82;86;82;200;OK;2053.3;451.0
110-17;110;17;200;OK;2529.3;505.8
62-6;62;6;200;OK;1187.0;237.4
63-57;63;57;200;OK;2892.4;694.6
15-168;15;168;200;OK;1635.0;327.0
59-163;59;163;200;OK;1480.2;315.3
138-172;138;172;200;OK;878.5;175.7
13-118;13;118;200;OK;1760.1;352.0
91-78;91;78;200;OK;2691.5;584.0
162-163;162;163;200;OK;2040.3;408.0
104-17;104;17;200;OK;3769.6;768.5
60-48;60;48;200;OK;1363.6;482.5
24-21;24;21;200;OK;937.2;230.9
157-13;157;13;200;OK;2096.3;419.3
40-174;40;174;200;OK;968.4;380.8
12-57;12;57;200;OK;4201.3;851.0
131-79;131;79;200;OK;5381.2;1090.0
