_id,index1,meteo_date,datetime,year,month,day,weekday_int,weekday_str,meteo_tmed,meteo_prec,meteo_tmin,meteo_tmax,meteo_dir,meteo_velmedia,meteo_racha,meteo_presMax,meteo_presMin
11977,"(2018, 9, 16)",16/09/2018,20180916,2018,9,16,7,Sunday,24.1,0.0,18.0,30.2,13.0,0.6,5.6,945.2,942.0
15447,"(2018, 9, 17)",17/09/2018,20180917,2018,9,17,1,Monday,24.7,1.2,18.6,30.8,17.0,1.9,9.2,943.0,938.2
16378,"(2018, 9, 18)",18/09/2018,20180918,2018,9,18,2,Tuesday,23.4,0.0,18.2,28.5,5.0,1.4,6.7,942.8,940.0
17747,"(2018, 9, 19)",19/09/2018,20180919,2018,9,19,3,Wednesday,24.2,0.0,18.0,30.4,20.0,0.8,4.4,945.3,942.7
17706,"(2018, 9, 20)",20/09/2018,20180920,2018,9,20,4,Thursday,25.7,0.0,19.9,31.5,15.0,1.1,6.1,945.1,940.9
16777,"(2018, 9, 21)",21/09/2018,20180921,2018,9,21,5,Friday,25.1,0.0,18.9,31.3,5.0,1.4,7.2,944.7,941.8
12799,"(2018, 9, 22)",22/09/2018,20180922,2018,9,22,6,Saturday,26.2,0.0,20.0,32.5,6.0,1.7,7.2,946.5,944.7
12215,"(2018, 9, 23)",23/09/2018,20180923,2018,9,23,7,Sunday,27.2,0.0,20.8,33.5,5.0,1.4,8.6,948.1,944.3
15963,"(2018, 9, 24)",24/09/2018,20180924,2018,9,24,1,Monday,26.0,0.0,20.0,32.0,4.0,1.9,10.0,948.0,943.5
16942,"(2018, 9, 25)",25/09/2018,20180925,2018,9,25,2,Tuesday,23.2,0.0,17.2,29.3,4.0,2.2,10.0,947.2,943.4
16510,"(2018, 9, 26)",26/09/2018,20180926,2018,9,26,3,Wednesday,22.5,0.5,19.0,26.0,16.0,2.2,7.5,952.8,947.2
17463,"(2018, 9, 27)",27/09/2018,20180927,2018,9,27,4,Thursday,21.0,0.0,15.7,26.4,17.0,0.3,5.0,952.8,947.5
16935,"(2018, 9, 28)",28/09/2018,20180928,2018,9,28,5,Friday,21.9,0.0,16.0,27.8,9.0,1.4,6.7,947.5,940.9
12997,"(2018, 9, 29)",29/09/2018,20180929,2018,9,29,6,Saturday,22.4,0.0,16.8,27.9,6.0,0.8,6.1,942.7,938.3
12073,"(2018, 9, 30)",30/09/2018,20180930,2018,9,30,7,Sunday,23.0,0.0,16.9,29.0,4.0,1.7,8.6,942.4,939.7
15566,"(2018, 10, 1)",01/10/2018,20181001,2018,10,1,1,Monday,19.8,0.0,14.6,25.0,5.0,3.1,10.6,945.1,941.4
16286,"(2018, 10, 2)",02/10/2018,20181002,2018,10,2,2,Tuesday,17.3,0.0,10.0,24.6,8.0,1.1,8.3,947.0,944.0
16740,"(2018, 10, 3)",03/10/2018,20181003,2018,10,3,3,Wednesday,20.5,0.0,15.0,26.0,6.0,1.9,7.8,948.2,943.8
16968,"(2018, 10, 4)",04/10/2018,20181004,2018,10,4,4,Thursday,20.2,0.0,14.0,26.3,6.0,1.1,5.3,944.4,940.3
16629,"(2018, 10, 5)",05/10/2018,20181005,2018,10,5,5,Friday,20.4,0.0,14.8,25.9,23.0,1.1,5.6,942.4,938.4
13240,"(2018, 10, 6)",06/10/2018,20181006,2018,10,6,6,Saturday,20.4,0.0,13.6,27.1,26.0,2.5,11.4,941.3,937.3
11061,"(2018, 10, 7)",07/10/2018,20181007,2018,10,7,7,Sunday,15.4,0.0,11.2,19.5,3.0,3.9,11.4,942.0,939.4
14748,"(2018, 10, 8)",08/10/2018,20181008,2018,10,8,1,Monday,13.8,0.0,9.0,18.7,12.0,1.1,7.2,942.2,938.0
13020,"(2018, 10, 9)",09/10/2018,20181009,2018,10,9,2,Tuesday,15.1,8.9,10.7,19.5,17.0,1.7,11.4,939.1,934.6
13899,"(2018, 10, 10)",10/10/2018,20181010,2018,10,10,3,Wednesday,14.6,2.7,11.0,18.1,4.0,0.8,5.3,934.8,932.3
13238,"(2018, 10, 11)",11/10/2018,20181011,2018,10,11,4,Thursday,17.2,2.9,13.8,20.5,24.0,2.8,8.9,942.3,934.4
9541,"(2018, 10, 12)",12/10/2018,20181012,2018,10,12,5,Friday,18.3,0.3,15.8,20.8,19.0,0.8,5.8,946.9,942.5
10458,"(2018, 10, 13)",13/10/2018,20181013,2018,10,13,6,Saturday,19.6,2.6,15.0,24.2,99.0,0.6,5.3,944.8,933.1
7937,"(2018, 10, 14)",14/10/2018,20181014,2018,10,14,7,Sunday,14.8,0.0,11.2,18.5,28.0,3.1,12.2,934.7,929.8
11991,"(2018, 10, 15)",15/10/2018,20181015,2018,10,15,1,Monday,12.3,0.1,9.2,15.4,99.0,1.4,6.7,936.4,932.6
15168,"(2018, 10, 16)",16/10/2018,20181016,2018,10,16,2,Tuesday,15.4,0.0,10.6,20.1,5.0,1.1,5.8,941.0,936.2
16021,"(2018, 10, 17)",17/10/2018,20181017,2018,10,17,3,Wednesday,16.5,0.0,11.5,21.5,25.0,1.4,6.4,941.4,936.1
14109,"(2018, 10, 18)",18/10/2018,20181018,2018,10,18,4,Thursday,17.2,8.8,14.0,20.4,4.0,3.1,11.4,935.7,933.7
8529,"(2018, 10, 19)",19/10/2018,20181019,2018,10,19,5,Friday,14.8,5.9,12.7,17.0,4.0,3.6,11.4,940.2,934.5
9606,"(2018, 10, 20)",20/10/2018,20181020,2018,10,20,6,Saturday,17.2,3.3,13.5,21.0,8.0,2.5,9.7,944.8,939.7
10324,"(2018, 10, 21)",21/10/2018,20181021,2018,10,21,7,Sunday,17.8,0.2,14.4,21.2,4.0,2.5,6.7,945.5,942.7
14799,"(2018, 10, 22)",22/10/2018,20181022,2018,10,22,1,Monday,17.0,0.0,11.7,22.3,4.0,0.8,9.2,947.0,944.3
15610,"(2018, 10, 23)",23/10/2018,20181023,2018,10,23,2,Tuesday,16.8,0.0,13.0,20.5,4.0,1.4,7.5,949.8,946.9
15702,"(2018, 10, 24)",24/10/2018,20181024,2018,10,24,3,Wednesday,16.2,0.0,10.5,22.0,5.0,0.3,5.0,949.1,945.1
16248,"(2018, 10, 25)",25/10/2018,20181025,2018,10,25,4,Thursday,16.6,0.0,10.5,22.6,23.0,0.8,6.1,944.8,940.3
12818,"(2018, 10, 26)",26/10/2018,20181026,2018,10,26,5,Friday,14.2,1.5,11.8,16.5,23.0,0.8,4.7,941.0,936.0
7548,"(2018, 10, 27)",27/10/2018,20181027,2018,10,27,6,Saturday,8.8,4.2,5.1,12.4,4.0,1.9,11.1,936.0,926.3
8156,"(2018, 10, 28)",28/10/2018,20181028,2018,10,28,7,Sunday,7.0,0.0,4.1,10.0,35.0,3.1,11.1,928.4,924.7
11591,"(2018, 10, 29)",29/10/2018,20181029,2018,10,29,1,Monday,7.0,0.7,3.7,10.4,99.0,3.3,11.4,928.8,926.6
5800,"(2018, 10, 30)",30/10/2018,20181030,2018,10,30,2,Tuesday,7.5,15.1,6.0,9.0,15.0,3.1,9.2,928.5,923.4
11542,"(2018, 10, 31)",31/10/2018,20181031,2018,10,31,3,Wednesday,8.9,0.1,5.8,12.0,25.0,2.5,10.3,931.4,924.7
9264,"(2018, 11, 1)",01/11/2018,20181101,2018,11,1,4,Thursday,9.2,0.0,4.5,13.8,23.0,0.8,5.3,942.9,931.4
11163,"(2018, 11, 2)",02/11/2018,20181102,2018,11,2,5,Friday,13.6,0.0,9.3,18.0,31.0,2.2,9.7,946.8,940.6
9105,"(2018, 11, 3)",03/11/2018,20181103,2018,11,3,6,Saturday,10.6,0.0,6.1,15.0,13.0,0.6,4.7,946.8,941.7
8169,"(2018, 11, 4)",04/11/2018,20181104,2018,11,4,7,Sunday,10.0,17.0,4.5,15.4,24.0,0.8,9.7,941.6,930.3
7056,"(2018, 11, 5)",05/11/2018,20181105,2018,11,5,1,Monday,8.2,2.7,6.3,10.0,99.0,3.1,10.8,931.6,925.2
11877,"(2018, 11, 6)",06/11/2018,20181106,2018,11,6,2,Tuesday,8.9,0.7,6.0,11.8,26.0,3.1,11.7,937.1,931.1
9054,"(2018, 11, 7)",07/11/2018,20181107,2018,11,7,3,Wednesday,10.6,4.5,7.5,13.8,21.0,1.9,7.8,941.5,935.5
9566,"(2018, 11, 8)",08/11/2018,20181108,2018,11,8,4,Thursday,9.8,7.6,7.0,12.6,18.0,1.1,12.2,941.3,936.0
8174,"(2018, 11, 9)",09/11/2018,20181109,2018,11,9,5,Friday,9.0,0.0,5.4,12.6,31.0,3.6,11.4,943.0,937.9
7149,"(2018, 11, 10)",10/11/2018,20181110,2018,11,10,6,Saturday,11.6,1.1,9.6,13.5,23.0,3.6,12.2,939.9,936.5
7509,"(2018, 11, 11)",11/11/2018,20181111,2018,11,11,7,Sunday,14.2,0.0,11.6,16.7,24.0,2.8,8.1,939.2,935.3
10770,"(2018, 11, 12)",12/11/2018,20181112,2018,11,12,1,Monday,12.2,1.6,10.3,14.0,21.0,0.8,7.5,943.2,935.8
13306,"(2018, 11, 13)",13/11/2018,20181113,2018,11,13,2,Tuesday,13.0,0.0,10.0,16.0,5.0,1.4,5.8,947.4,942.8
13149,"(2018, 11, 14)",14/11/2018,20181114,2018,11,14,3,Wednesday,13.0,0.0,10.0,16.0,4.0,1.9,7.2,947.8,942.2
12912,"(2018, 11, 15)",15/11/2018,20181115,2018,11,15,4,Thursday,14.2,0.9,11.8,16.5,12.0,1.1,8.3,942.3,940.1
12222,"(2018, 11, 16)",16/11/2018,20181116,2018,11,16,5,Friday,14.0,1.7,12.1,15.8,13.0,1.1,6.9,942.8,940.3
10521,"(2018, 11, 17)",17/11/2018,20181117,2018,11,17,6,Saturday,13.8,0.0,11.0,16.5,99.0,1.4,5.3,940.7,934.4
5979,"(2018, 11, 18)",18/11/2018,20181118,2018,11,18,7,Sunday,11.5,11.8,9.3,13.7,12.0,1.9,9.2,934.2,927.7
10825,"(2018, 11, 19)",19/11/2018,20181119,2018,11,19,1,Monday,11.2,2.5,8.7,13.6,4.0,2.2,8.9,926.8,925.0
10005,"(2018, 11, 20)",20/11/2018,20181120,2018,11,20,2,Tuesday,10.0,2.9,8.0,12.0,27.0,2.8,13.9,929.1,923.6
11158,"(2018, 11, 21)",21/11/2018,20181121,2018,11,21,3,Wednesday,9.2,1.5,6.7,11.8,22.0,1.7,10.8,938.0,929.3
12485,"(2018, 11, 22)",22/11/2018,20181122,2018,11,22,4,Thursday,8.9,3.7,5.8,12.0,20.0,1.1,5.0,939.7,936.0
12050,"(2018, 11, 23)",23/11/2018,20181123,2018,11,23,5,Friday,8.0,0.0,5.0,11.1,26.0,1.7,8.1,939.9,935.8
8449,"(2018, 11, 24)",24/11/2018,20181124,2018,11,24,6,Saturday,6.1,2.0,3.0,9.2,24.0,0.0,3.3,941.0,936.8
6668,"(2018, 11, 25)",25/11/2018,20181125,2018,11,25,7,Sunday,10.3,4.9,6.6,14.0,26.0,3.3,11.1,936.2,929.2
10907,"(2018, 11, 26)",26/11/2018,20181126,2018,11,26,1,Monday,9.5,0.0,7.0,12.0,30.0,3.1,17.2,945.0,930.0
12077,"(2018, 11, 27)",27/11/2018,20181127,2018,11,27,2,Tuesday,8.1,0.0,4.2,12.0,25.0,0.8,6.1,946.1,944.5
11953,"(2018, 11, 28)",28/11/2018,20181128,2018,11,28,3,Wednesday,7.2,0.0,3.4,11.1,20.0,0.8,3.1,947.8,945.4
11441,"(2018, 11, 29)",29/11/2018,20181129,2018,11,29,4,Thursday,7.4,3.3,3.4,11.4,27.0,0.6,5.8,945.1,941.3
11834,"(2018, 11, 30)",30/11/2018,20181130,2018,11,30,5,Friday,7.8,0.0,4.7,11.0,6.0,0.6,4.2,946.8,940.3
9702,"(2018, 12, 1)",01/12/2018,20181201,2018,12,1,6,Saturday,7.0,0.0,3.0,11.0,24.0,0.6,4.4,947.0,944.5
7931,"(2018, 12, 2)",02/12/2018,20181202,2018,12,2,7,Sunday,6.6,0.0,4.5,8.8,23.0,0.3,3.3,948.1,946.0
10435,"(2018, 12, 3)",03/12/2018,20181203,2018,12,3,1,Monday,7.2,0.0,5.4,9.0,99.0,0.8,2.8,948.1,946.4
12191,"(2018, 12, 4)",04/12/2018,20181204,2018,12,4,2,Tuesday,9.7,0.0,4.2,15.2,99.0,0.6,3.3,948.4,946.5
12591,"(2018, 12, 5)",05/12/2018,20181205,2018,12,5,3,Wednesday,11.4,0.0,6.9,16.0,6.0,0.6,4.2,948.3,947.2
8471,"(2018, 12, 6)",06/12/2018,20181206,2018,12,6,4,Thursday,10.5,0.0,5.5,15.5,4.0,0.6,4.2,952.0,949.8
9234,"(2018, 12, 7)",07/12/2018,20181207,2018,12,7,5,Friday,7.4,0.0,4.2,10.5,28.0,1.1,7.5,951.2,948.1
7931,"(2018, 12, 8)",08/12/2018,20181208,2018,12,8,6,Saturday,9.2,0.0,5.4,13.0,31.0,0.8,7.8,952.3,949.0
7940,"(2018, 12, 9)",09/12/2018,20181209,2018,12,9,7,Sunday,9.5,0.0,4.4,14.6,22.0,0.3,3.1,953.8,951.6
11023,"(2018, 12, 10)",10/12/2018,20181210,2018,12,10,1,Monday,9.0,0.0,3.9,14.2,6.0,0.8,3.6,952.8,948.5
12071,"(2018, 12, 11)",11/12/2018,20181211,2018,12,11,2,Tuesday,8.2,0.0,3.8,12.6,9.0,0.6,4.2,948.3,944.0
12109,"(2018, 12, 12)",12/12/2018,20181212,2018,12,12,3,Wednesday,6.6,3.8,4.5,8.6,23.0,0.8,6.1,945.3,939.5
8527,"(2018, 12, 13)",13/12/2018,20181213,2018,12,13,4,Thursday,6.2,6.2,4.0,8.5,31.0,2.8,14.7,940.0,931.0
12068,"(2018, 12, 14)",14/12/2018,20181214,2018,12,14,5,Friday,6.8,0.0,3.0,10.5,30.0,2.2,9.7,947.4,937.8
9165,"(2018, 12, 15)",15/12/2018,20181215,2018,12,15,6,Saturday,5.8,0.2,2.7,9.0,26.0,1.4,7.2,949.5,945.5
7523,"(2018, 12, 16)",16/12/2018,20181216,2018,12,16,7,Sunday,9.0,0.3,5.6,12.5,28.0,3.3,12.5,948.4,941.6
11127,"(2018, 12, 17)",17/12/2018,20181217,2018,12,17,1,Monday,6.3,0.0,3.4,9.2,31.0,1.1,7.2,952.6,950.1
11002,"(2018, 12, 18)",18/12/2018,20181218,2018,12,18,2,Tuesday,5.2,0.9,2.5,8.0,5.0,0.6,7.8,950.3,944.0
11144,"(2018, 12, 19)",19/12/2018,20181219,2018,12,19,3,Wednesday,7.2,0.0,4.9,9.4,24.0,1.9,6.4,947.1,942.8
11750,"(2018, 12, 20)",20/12/2018,20181220,2018,12,20,4,Thursday,8.1,0.0,5.4,10.8,23.0,1.4,4.7,951.8,944.4
10879,"(2018, 12, 21)",21/12/2018,20181221,2018,12,21,5,Friday,7.0,0.0,5.3,8.7,29.0,0.3,4.2,955.0,952.0
7273,"(2018, 12, 22)",22/12/2018,20181222,2018,12,22,6,Saturday,7.6,0.0,6.2,9.0,6.0,0.8,4.2,955.7,953.7
5744,"(2018, 12, 23)",23/12/2018,20181223,2018,12,23,7,Sunday,7.0,0.0,4.6,9.5,6.0,0.6,4.7,954.6,951.7
5080,"(2018, 12, 24)",24/12/2018,20181224,2018,12,24,1,Monday,8.2,0.0,3.2,13.2,6.0,0.3,4.2,961.9,949.6
3574,"(2018, 12, 25)",25/12/2018,20181225,2018,12,25,2,Tuesday,9.3,0.0,4.8,13.8,6.0,1.1,4.4,950.9,948.5
7385,"(2018, 12, 26)",26/12/2018,20181226,2018,12,26,3,Wednesday,8.4,0.0,4.3,12.4,8.0,0.8,3.1,951.1,948.7
8075,"(2018, 12, 27)",27/12/2018,20181227,2018,12,27,4,Thursday,6.2,0.0,2.0,10.5,25.0,0.6,3.3,950.0,947.9
8340,"(2018, 12, 28)",28/12/2018,20181228,2018,12,28,5,Friday,7.1,0.0,1.5,12.7,10.0,1.4,5.8,950.8,948.5
6445,"(2018, 12, 29)",29/12/2018,20181229,2018,12,29,6,Saturday,8.0,0.0,4.0,11.9,4.0,1.7,7.8,950.9,949.8
5916,"(2018, 12, 30)",30/12/2018,20181230,2018,12,30,7,Sunday,8.7,0.0,3.2,14.2,5.0,1.1,7.5,952.3,949.6
5472,"(2018, 12, 31)",31/12/2018,20181231,2018,12,31,1,Monday,7.0,0.0,0.7,13.4,6.0,0.6,5.3,954.0,951.6
4349,"(2019, 1, 1)",01/01/2019,20190101,2019,1,1,2,Tuesday,6.6,0.0,1.4,11.7,6.0,0.3,5.3,953.9,951.5
7348,"(2019, 1, 2)",02/01/2019,20190102,2019,1,2,3,Wednesday,6.0,0.0,0.4,11.7,6.0,0.6,7.8,952.5,948.3
8432,"(2019, 1, 3)",03/01/2019,20190103,2019,1,3,4,Thursday,7.3,0.0,2.8,11.8,5.0,0.6,7.8,951.4,949.0
8676,"(2019, 1, 4)",04/01/2019,20190104,2019,1,4,5,Friday,5.9,0.0,0.4,11.4,6.0,0.3,3.6,952.9,949.9
6868,"(2019, 1, 5)",05/01/2019,20190105,2019,1,5,6,Saturday,5.4,0.0,-0.1,10.8,9.0,0.6,3.1,955.2,952.5
5379,"(2019, 1, 6)",06/01/2019,20190106,2019,1,6,7,Sunday,6.6,0.0,-0.5,13.8,2.0,1.1,3.3,953.3,950.2
6344,"(2019, 1, 7)",07/01/2019,20190107,2019,1,7,1,Monday,7.1,0.0,0.5,13.7,8.0,0.6,5.0,951.2,948.6
10557,"(2019, 1, 8)",08/01/2019,20190108,2019,1,8,2,Tuesday,7.1,0.0,1.2,13.0,34.0,0.8,3.6,952.5,947.8
11052,"(2019, 1, 9)",09/01/2019,20190109,2019,1,9,3,Wednesday,7.6,0.0,2.0,13.2,3.0,1.4,9.7,948.2,941.3
10628,"(2019, 1, 10)",10/01/2019,20190110,2019,1,10,4,Thursday,4.7,0.0,0.6,8.8,3.0,2.8,10.0,945.1,940.2
10313,"(2019, 1, 11)",11/01/2019,20190111,2019,1,11,5,Friday,2.8,0.0,-1.8,7.4,4.0,0.6,6.1,949.6,944.7
7767,"(2019, 1, 12)",12/01/2019,20190112,2019,1,12,6,Saturday,4.4,0.0,-0.8,9.5,11.0,0.8,4.2,952.0,948.9
6894,"(2019, 1, 13)",13/01/2019,20190113,2019,1,13,7,Sunday,5.0,0.0,-0.7,10.8,99.0,0.8,3.6,950.0,945.5
10047,"(2019, 1, 14)",14/01/2019,20190114,2019,1,14,1,Monday,6.8,0.0,1.0,12.6,5.0,0.6,3.9,947.4,943.5
11026,"(2019, 1, 15)",15/01/2019,20190115,2019,1,15,2,Tuesday,7.6,0.0,3.1,12.2,19.109287304429017,1.4,7.460124225276901,944.6,941.3
11201,"(2019, 1, 16)",16/01/2019,20190116,2019,1,16,3,Wednesday,5.7,0.0,1.4,10.0,25.0,1.1,6.4,942.2,939.0
10534,"(2019, 1, 17)",17/01/2019,20190117,2019,1,17,4,Thursday,5.6,0.0,2.7,8.5,4.0,0.3,4.7,942.8,939.5
10266,"(2019, 1, 18)",18/01/2019,20190118,2019,1,18,5,Friday,3.6,0.0,-0.3,7.6,24.0,1.1,6.1,942.5,940.0
4943,"(2019, 1, 19)",19/01/2019,20190119,2019,1,19,6,Saturday,2.0,5.9,-0.5,4.4,24.0,0.6,5.3,939.8,931.9
5971,"(2019, 1, 20)",20/01/2019,20190120,2019,1,20,7,Sunday,6.4,0.0,3.3,9.5,36.0,2.2,11.7,941.1,930.4
10159,"(2019, 1, 21)",21/01/2019,20190121,2019,1,21,1,Monday,5.4,0.0,1.4,9.4,35.0,3.6,10.6,943.8,940.8
9238,"(2019, 1, 22)",22/01/2019,20190122,2019,1,22,2,Tuesday,4.4,0.4,0.7,8.0,29.0,1.9,11.1,945.0,935.0
10644,"(2019, 1, 23)",23/01/2019,20190123,2019,1,23,3,Wednesday,9.2,0.0,5.2,13.1,30.0,4.4,17.5,934.1,929.3
12323,"(2019, 1, 24)",24/01/2019,20190124,2019,1,24,4,Thursday,11.6,0.0,8.7,14.6,31.0,2.2,12.2,938.6,931.5
12850,"(2019, 1, 25)",25/01/2019,20190125,2019,1,25,5,Friday,10.2,0.0,5.2,15.2,4.0,3.3,10.0,943.3,938.2
9631,"(2019, 1, 26)",26/01/2019,20190126,2019,1,26,6,Saturday,7.4,0.0,2.2,12.6,22.0,1.1,5.0,943.9,939.3
8302,"(2019, 1, 27)",27/01/2019,20190127,2019,1,27,7,Sunday,6.9,0.0,2.4,11.4,32.0,2.2,14.7,940.0,936.0
11081,"(2019, 1, 28)",28/01/2019,20190128,2019,1,28,1,Monday,8.4,0.0,3.7,13.0,26.0,3.9,15.3,940.7,935.7
11279,"(2019, 1, 29)",29/01/2019,20190129,2019,1,29,2,Tuesday,7.9,4.388714010731974,5.3,10.5,30.0,2.8,14.7,939.8,932.9
10080,"(2019, 1, 30)",30/01/2019,20190130,2019,1,30,3,Wednesday,7.2,4.1,4.2,10.1,26.0,3.3,10.8,936.1,928.3
10712,"(2019, 1, 31)",31/01/2019,20190131,2019,1,31,4,Thursday,9.4,8.2,6.4,12.4,25.0,5.3,17.2,928.8,921.8
9317,"(2019, 2, 1)",01/02/2019,20190201,2019,2,1,5,Friday,6.4,1.0,3.5,9.4,26.0,3.9,16.1,922.0,916.0
9317,"(2019, 2, 1)",01/02/2019,20190201,2019,2,1,5,Friday,6.4,1.0,3.5,9.4,26.0,3.9,16.1,922.0,916.0
8114,"(2019, 2, 2)",02/02/2019,20190202,2019,2,2,6,Saturday,4.6,0.0,1.6,7.5,32.0,3.9,14.2,940.1,920.7
7820,"(2019, 2, 3)",03/02/2019,20190203,2019,2,3,7,Sunday,4.0,0.0,-0.3,8.2,5.0,1.4,12.2,949.8,941.3
10643,"(2019, 2, 4)",04/02/2019,20190204,2019,2,4,1,Monday,4.8,0.0,-1.4,10.9,23.0,0.8,3.6,951.0,949.0
11870,"(2019, 2, 5)",05/02/2019,20190205,2019,2,5,2,Tuesday,8.1,0.0,1.7,14.5,23.0,0.8,5.0,951.6,948.8
11947,"(2019, 2, 6)",06/02/2019,20190206,2019,2,6,3,Wednesday,9.7,0.0,4.4,15.0,26.0,1.7,6.1,949.5,945.0
12307,"(2019, 2, 7)",07/02/2019,20190207,2019,2,7,4,Thursday,9.0,0.0,3.0,15.0,23.0,0.8,4.4,946.0,942.3
12197,"(2019, 2, 8)",08/02/2019,20190208,2019,2,8,5,Friday,8.6,0.0,2.8,14.3,24.0,1.1,7.8,945.5,942.7
8937,"(2019, 2, 9)",09/02/2019,20190209,2019,2,9,6,Saturday,7.4,0.0,2.9,11.8,24.0,1.1,6.1,946.0,943.0
7311,"(2019, 2, 10)",10/02/2019,20190210,2019,2,10,7,Sunday,7.6,0.0,4.1,11.2,24.0,2.5,10.8,946.0,943.0
11210,"(2019, 2, 11)",11/02/2019,20190211,2019,2,11,1,Monday,9.4,0.0,5.7,13.0,4.0,1.7,8.6,952.0,945.5
12270,"(2019, 2, 12)",12/02/2019,20190212,2019,2,12,2,Tuesday,8.0,0.0,3.0,13.0,5.0,0.8,8.3,953.8,951.1
12700,"(2019, 2, 13)",13/02/2019,20190213,2019,2,13,3,Wednesday,9.4,0.0,4.4,14.5,12.0,0.8,4.7,952.6,949.9
12714,"(2019, 2, 14)",14/02/2019,20190214,2019,2,14,4,Thursday,8.0,0.0,3.0,13.1,99.0,0.8,5.0,953.7,949.9
12687,"(2019, 2, 15)",15/02/2019,20190215,2019,2,15,5,Friday,9.0,0.0,3.4,14.6,10.0,0.8,4.4,950.4,947.0
9328,"(2019, 2, 16)",16/02/2019,20190216,2019,2,16,6,Saturday,11.0,0.0,5.9,16.2,12.0,2.8,8.1,949.2,946.0
8510,"(2019, 2, 17)",17/02/2019,20190217,2019,2,17,7,Sunday,9.5,0.0,4.0,15.0,5.0,1.7,6.7,948.3,940.4
11451,"(2019, 2, 18)",18/02/2019,20190218,2019,2,18,1,Monday,9.4,0.0,4.5,14.3,14.0,1.1,5.0,942.9,939.5
12398,"(2019, 2, 19)",19/02/2019,20190219,2019,2,19,2,Tuesday,9.7,0.0,5.4,14.0,8.0,0.8,4.4,942.9,940.5
12407,"(2019, 2, 20)",20/02/2019,20190220,2019,2,20,3,Wednesday,9.4,0.0,4.3,14.5,25.0,0.6,5.3,947.2,942.8
12871,"(2019, 2, 21)",21/02/2019,20190221,2019,2,21,4,Thursday,10.7,0.0,5.2,16.2,5.0,0.8,5.0,953.0,946.8
13168,"(2019, 2, 22)",22/02/2019,20190222,2019,2,22,5,Friday,11.6,0.0,5.0,18.1,6.0,0.8,6.1,953.7,949.7
9292,"(2019, 2, 23)",23/02/2019,20190223,2019,2,23,6,Saturday,10.9,0.0,3.7,18.1,4.0,0.6,5.6,952.3,948.7
8625,"(2019, 2, 24)",24/02/2019,20190224,2019,2,24,7,Sunday,13.4,0.0,8.1,18.7,4.0,0.8,6.1,954.1,949.9
11856,"(2019, 2, 25)",25/02/2019,20190225,2019,2,25,1,Monday,12.4,0.0,6.4,18.5,4.0,0.8,4.2,954.5,948.9
13205,"(2019, 2, 26)",26/02/2019,20190226,2019,2,26,2,Tuesday,13.4,0.0,7.1,19.8,16.0,1.7,6.9,952.0,950.0
13125,"(2019, 2, 27)",27/02/2019,20190227,2019,2,27,3,Wednesday,13.4,0.0,7.0,19.8,28.0,1.4,5.3,951.2,948.6
13361,"(2019, 2, 28)",28/02/2019,20190228,2019,2,28,4,Thursday,12.4,0.0,6.2,18.6,6.0,0.8,5.0,951.5,947.5
13321,"(2019, 3, 1)",01/03/2019,20190301,2019,3,1,5,Friday,13.2,0.0,6.8,19.5,6.0,1.7,7.2,946.8,944.1
9878,"(2019, 3, 2)",02/03/2019,20190302,2019,3,2,6,Saturday,13.8,0.0,8.0,19.7,16.0,1.9,5.8,948.5,946.0
8518,"(2019, 3, 3)",03/03/2019,20190303,2019,3,3,7,Sunday,13.2,0.0,6.1,20.2,24.0,1.9,10.3,946.5,941.6
11107,"(2019, 3, 4)",04/03/2019,20190304,2019,3,4,1,Monday,12.0,0.0,8.5,15.5,26.0,3.6,11.1,942.4,940.5
12581,"(2019, 3, 5)",05/03/2019,20190305,2019,3,5,2,Tuesday,12.0,0.0,8.7,15.2,23.0,3.3,11.7,941.3,934.5
9224,"(2019, 3, 6)",06/03/2019,20190306,2019,3,6,3,Wednesday,9.6,8.2,5.7,13.4,23.0,4.2,17.8,935.8,926.7
12180,"(2019, 3, 7)",07/03/2019,20190307,2019,3,7,4,Thursday,7.6,0.0,3.2,12.1,25.0,2.5,9.4,940.3,935.8
13040,"(2019, 3, 8)",08/03/2019,20190308,2019,3,8,5,Friday,10.1,0.0,5.3,14.9,8.0,0.8,5.3,950.0,940.0
9839,"(2019, 3, 9)",09/03/2019,20190309,2019,3,9,6,Saturday,11.5,0.0,5.0,18.0,13.0,0.6,4.7,954.8,950.7
9665,"(2019, 3, 10)",10/03/2019,20190310,2019,3,10,7,Sunday,15.0,0.0,7.3,22.6,29.0,1.7,7.8,953.1,948.7
12719,"(2019, 3, 11)",11/03/2019,20190311,2019,3,11,1,Monday,14.6,0.0,10.0,19.3,6.0,2.2,8.6,952.2,949.8
13524,"(2019, 3, 12)",12/03/2019,20190312,2019,3,12,2,Tuesday,14.2,0.0,7.1,21.2,24.0,2.8,10.0,951.0,944.9
13232,"(2019, 3, 13)",13/03/2019,20190313,2019,3,13,3,Wednesday,11.0,0.0,7.5,14.5,33.0,3.3,11.1,951.8,944.6
13381,"(2019, 3, 14)",14/03/2019,20190314,2019,3,14,4,Thursday,10.6,0.0,4.1,17.1,6.0,1.1,6.7,952.7,948.4
13938,"(2019, 3, 15)",15/03/2019,20190315,2019,3,15,5,Friday,14.4,0.0,6.0,22.8,24.0,1.1,5.3,950.2,946.6
